Season,Date,Visitor,Visitor_Goals,Home,Home_Goals,OT,Att.,LOG,Notes
2013,14/12/2013,Boston Bruins,2,Vancouver Canucks,6,,18910,,
2013,14/12/2013,Dallas Stars,6,Winnipeg Jets,4,,15004,,
2013,15/12/2013,Edmonton Oilers,2,Anaheim Ducks,3,,16301,,
2013,15/12/2013,Los Angeles Kings,1,Chicago Blackhawks,3,,21426,,
2013,15/12/2013,Tampa Bay Lightning,3,Detroit Red Wings,0,,20066,,
2013,15/12/2013,Florida Panthers,2,Montreal Canadiens,1,,21273,,
2013,15/12/2013,Calgary Flames,3,New York Rangers,4,SO,18006,,
2013,15/12/2013,Philadelphia Flyers,4,Washington Capitals,5,SO,18506,,
2013,16/12/2013,Winnipeg Jets,3,Columbus Blue Jackets,2,,11448,,
2013,16/12/2013,Dallas Stars,2,Colorado Avalanche,6,,13915,,
2013,16/12/2013,St. Louis Blues,2,Ottawa Senators,3,OT,16008,,
2013,16/12/2013,Toronto Maple Leafs,1,Pittsburgh Penguins,3,,18573,,
2013,17/12/2013,Calgary Flames,0,Boston Bruins,2,,17565,,
2013,17/12/2013,Winnipeg Jets,2,Buffalo Sabres,4,,17795,,
2013,17/12/2013,Colorado Avalanche,2,Dallas Stars,3,,15143,,
2013,17/12/2013,Anaheim Ducks,5,Detroit Red Wings,2,,20066,,
2013,17/12/2013,Edmonton Oilers,0,Los Angeles Kings,3,,18118,,
2013,17/12/2013,Vancouver Canucks,2,Minnesota Wild,3,SO,18531,,
2013,17/12/2013,Phoenix Coyotes,1,Montreal Canadiens,3,,21273,,
2013,17/12/2013,Chicago Blackhawks,3,Nashville Predators,1,,16219,,
2013,17/12/2013,Tampa Bay Lightning,3,New York Islanders,2,SO,13618,,
2013,17/12/2013,Washington Capitals,2,Philadelphia Flyers,5,,19788,,
2013,17/12/2013,San Jose Sharks,4,St. Louis Blues,2,,16323,,
2013,17/12/2013,Florida Panthers,3,Toronto Maple Leafs,1,,19076,,
2013,18/12/2013,Ottawa Senators,2,New Jersey Devils,5,,14032,,
2013,18/12/2013,Pittsburgh Penguins,4,New York Rangers,3,SO,18006,,
2013,19/12/2013,Boston Bruins,2,Buffalo Sabres,4,,18217,,
2013,19/12/2013,Edmonton Oilers,2,Colorado Avalanche,4,,13135,,
2013,19/12/2013,Vancouver Canucks,1,Dallas Stars,4,,15644,,
2013,19/12/2013,Calgary Flames,2,Detroit Red Wings,3,OT,20066,,
2013,19/12/2013,San Jose Sharks,1,Los Angeles Kings,4,,18118,,
2013,19/12/2013,Florida Panthers,4,Ottawa Senators,2,,15927,,
2013,19/12/2013,Columbus Blue Jackets,4,Philadelphia Flyers,5,,19852,,
2013,19/12/2013,Minnesota Wild,2,Pittsburgh Penguins,5,,18623,,
2013,19/12/2013,Montreal Canadiens,1,St. Louis Blues,5,,17189,,
2013,19/12/2013,Nashville Predators,2,Tampa Bay Lightning,4,,17254,,
2013,19/12/2013,Phoenix Coyotes,1,Toronto Maple Leafs,2,SO,19254,,
2013,20/12/2013,Washington Capitals,4,Carolina Hurricanes,2,,17737,,
2013,20/12/2013,Vancouver Canucks,3,Chicago Blackhawks,2,SO,21966,,
2013,20/12/2013,Anaheim Ducks,3,New Jersey Devils,2,OT,15723,,
2013,20/12/2013,New York Islanders,5,New York Rangers,3,,18006,,
2013,20/12/2013,Florida Panthers,2,Winnipeg Jets,5,,15004,,
2013,21/12/2013,Buffalo Sabres,1,Boston Bruins,4,,17565,,
2013,21/12/2013,Philadelphia Flyers,3,Columbus Blue Jackets,6,,14090,,
2013,21/12/2013,St. Louis Blues,6,Edmonton Oilers,0,,16839,,
2013,21/12/2013,Colorado Avalanche,2,Los Angeles Kings,3,SO,18118,,
2013,21/12/2013,Montreal Canadiens,4,Nashville Predators,3,OT,16095,,
2013,21/12/2013,Anaheim Ducks,5,New York Islanders,3,,13108,,
2013,21/12/2013,Phoenix Coyotes,4,Ottawa Senators,3,OT,16716,,
2013,21/12/2013,Calgary Flames,3,Pittsburgh Penguins,4,,18663,,
2013,21/12/2013,Dallas Stars,2,San Jose Sharks,3,SO,17562,,
2013,21/12/2013,Carolina Hurricanes,2,Tampa Bay Lightning,3,OT,19204,,
2013,21/12/2013,Detroit Red Wings,5,Toronto Maple Leafs,4,SO,19508,,
2013,21/12/2013,New Jersey Devils,5,Washington Capitals,4,OT,18506,,
2013,22/12/2013,Minnesota Wild,1,New York Rangers,4,,18006,,
2013,22/12/2013,Winnipeg Jets,1,Vancouver Canucks,2,,18910,,
2013,23/12/2013,Phoenix Coyotes,1,Buffalo Sabres,2,OT,18942,,
2013,23/12/2013,Columbus Blue Jackets,4,Carolina Hurricanes,3,,16601,,
2013,23/12/2013,St. Louis Blues,3,Calgary Flames,4,SO,19289,,
2013,23/12/2013,New Jersey Devils,2,Chicago Blackhawks,5,,22019,,
2013,23/12/2013,New York Islanders,3,Detroit Red Wings,0,,20066,,
2013,23/12/2013,Winnipeg Jets,2,Edmonton Oilers,6,,16839,,
2013,23/12/2013,Tampa Bay Lightning,6,Florida Panthers,1,,15942,,
2013,23/12/2013,Dallas Stars,5,Los Angeles Kings,2,,18274,,
2013,23/12/2013,Boston Bruins,6,Nashville Predators,2,,17207,,
2013,23/12/2013,Toronto Maple Leafs,1,New York Rangers,2,SO,18006,,
2013,23/12/2013,Pittsburgh Penguins,0,Ottawa Senators,5,,19838,,
2013,23/12/2013,Minnesota Wild,1,Philadelphia Flyers,4,,19872,,
2013,23/12/2013,Colorado Avalanche,4,San Jose Sharks,5,SO,17562,,
2013,23/12/2013,Anaheim Ducks,3,Washington Capitals,2,,18506,,
2013,27/12/2013,Ottawa Senators,0,Boston Bruins,5,,17565,,
2013,27/12/2013,Pittsburgh Penguins,4,Carolina Hurricanes,3,OT,18124,,
2013,27/12/2013,Edmonton Oilers,2,Calgary Flames,0,,19289,,
2013,27/12/2013,Colorado Avalanche,2,Chicago Blackhawks,7,,22201,,
2013,27/12/2013,Nashville Predators,1,Dallas Stars,4,,17197,,
2013,27/12/2013,Columbus Blue Jackets,2,New Jersey Devils,1,SO,16592,,
2013,27/12/2013,San Jose Sharks,4,Phoenix Coyotes,3,SO,17125,,
2013,27/12/2013,Buffalo Sabres,3,Toronto Maple Leafs,4,SO,19405,,
2013,27/12/2013,Minnesota Wild,4,Winnipeg Jets,6,,15004,,
2013,27/12/2013,New York Rangers,2,Washington Capitals,3,,18506,,
2013,28/12/2013,Phoenix Coyotes,2,Anaheim Ducks,3,OT,17442,,
2013,28/12/2013,Philadelphia Flyers,4,Edmonton Oilers,3,SO,16839,,
2013,28/12/2013,Detroit Red Wings,4,Florida Panthers,3,,18932,,
2013,28/12/2013,Los Angeles Kings,2,Nashville Predators,3,,17113,,
2013,28/12/2013,New Jersey Devils,2,New York Islanders,1,,16012,,
2013,28/12/2013,Boston Bruins,3,Ottawa Senators,4,,20500,,
2013,28/12/2013,Chicago Blackhawks,5,St. Louis Blues,6,SO,20082,,
2013,28/12/2013,Montreal Canadiens,2,Tampa Bay Lightning,1,SO,19204,,
2013,29/12/2013,Washington Capitals,1,Buffalo Sabres,2,SO,19070,,
2013,29/12/2013,Pittsburgh Penguins,5,Columbus Blue Jackets,3,,18871,,
2013,29/12/2013,Vancouver Canucks,2,Calgary Flames,0,,19289,,
2013,29/12/2013,Winnipeg Jets,2,Colorado Avalanche,1,OT,17733,,
2013,29/12/2013,St. Louis Blues,3,Dallas Stars,2,OT,15678,,
2013,29/12/2013,Montreal Canadiens,1,Florida Panthers,4,,19891,,
2013,29/12/2013,New York Islanders,5,Minnesota Wild,4,,18851,,
2013,29/12/2013,Anaheim Ducks,1,San Jose Sharks,3,,17562,,
2013,29/12/2013,New York Rangers,4,Tampa Bay Lightning,3,,19204,,
2013,29/12/2013,Carolina Hurricanes,2,Toronto Maple Leafs,5,,19452,,
2013,30/12/2013,Los Angeles Kings,0,Chicago Blackhawks,1,,22161,,
2013,30/12/2013,Detroit Red Wings,4,Nashville Predators,6,,17212,,
2013,30/12/2013,Washington Capitals,1,Ottawa Senators,3,,20193,,
2013,30/12/2013,Philadelphia Flyers,4,Vancouver Canucks,3,SO,18910,,
2013,31/12/2013,San Jose Sharks,3,Anaheim Ducks,6,,17424,,
2013,31/12/2013,New York Islanders,5,Boston Bruins,3,,17565,,
2013,31/12/2013,Montreal Canadiens,4,Carolina Hurricanes,5,OT,16807,,
2013,31/12/2013,Philadelphia Flyers,4,Calgary Flames,1,,19289,,
2013,31/12/2013,Columbus Blue Jackets,3,Colorado Avalanche,5,,16177,,
2013,31/12/2013,Los Angeles Kings,2,Dallas Stars,3,,15610,,
2013,31/12/2013,New York Rangers,2,Florida Panthers,1,SO,16083,,
2013,31/12/2013,St. Louis Blues,2,Minnesota Wild,1,,18919,,
2013,31/12/2013,Pittsburgh Penguins,1,New Jersey Devils,2,,16592,,
2013,31/12/2013,Edmonton Oilers,3,Phoenix Coyotes,4,OT,17416,,
2013,31/12/2013,Buffalo Sabres,0,Winnipeg Jets,3,,15004,,
2013,01/01/2014,Toronto Maple Leafs,3,Detroit Red Wings,2,SO,105491,,NHL Winter Classic
2013,01/01/2014,Tampa Bay Lightning,4,Vancouver Canucks,2,,18910,,
2013,02/01/2014,Nashville Predators,2,Boston Bruins,3,OT,17565,,
2013,02/01/2014,Philadelphia Flyers,1,Colorado Avalanche,2,,16793,,
2013,02/01/2014,Montreal Canadiens,6,Dallas Stars,4,,13007,,
2013,02/01/2014,Buffalo Sabres,1,Minnesota Wild,4,,18229,,
2013,02/01/2014,Chicago Blackhawks,2,New York Islanders,3,OT,13618,,
2013,02/01/2014,Winnipeg Jets,3,Ottawa Senators,4,,18691,,
2013,02/01/2014,Columbus Blue Jackets,2,Phoenix Coyotes,0,,10539,,
2013,02/01/2014,Edmonton Oilers,1,San Jose Sharks,5,,17562,,
2013,02/01/2014,Los Angeles Kings,0,St. Louis Blues,5,,19839,,
2013,02/01/2014,Carolina Hurricanes,4,Washington Capitals,3,OT,18506,,
2013,03/01/2014,Edmonton Oilers,2,Anaheim Ducks,5,,17174,,
2013,03/01/2014,Tampa Bay Lightning,2,Calgary Flames,0,,19289,,
2013,03/01/2014,Chicago Blackhawks,5,New Jersey Devils,3,,16592,,
2013,03/01/2014,New York Rangers,2,Pittsburgh Penguins,5,,18668,,
2013,04/01/2014,Winnipeg Jets,1,Boston Bruins,4,,17565,,
2013,04/01/2014,New Jersey Devils,1,Buffalo Sabres,2,,19070,,
2013,04/01/2014,San Jose Sharks,3,Colorado Avalanche,4,,17154,,
2013,04/01/2014,Detroit Red Wings,5,Dallas Stars,1,,17232,,
2013,04/01/2014,Nashville Predators,4,Florida Panthers,5,SO,15796,,
2013,04/01/2014,Vancouver Canucks,1,Los Angeles Kings,3,,18118,,
2013,04/01/2014,Washington Capitals,3,Minnesota Wild,5,,19022,,
2013,04/01/2014,Ottawa Senators,4,Montreal Canadiens,3,OT,21273,,
2013,04/01/2014,Carolina Hurricanes,3,New York Islanders,2,,14208,,
2013,04/01/2014,Philadelphia Flyers,5,Phoenix Coyotes,3,,14875,,
2013,04/01/2014,Columbus Blue Jackets,2,St. Louis Blues,6,,19611,,
2013,04/01/2014,New York Rangers,7,Toronto Maple Leafs,1,,19362,,
2013,05/01/2014,Vancouver Canucks,3,Anaheim Ducks,4,OT,17174,,
2013,05/01/2014,Nashville Predators,1,Carolina Hurricanes,2,,13994,,
2013,05/01/2014,San Jose Sharks,3,Chicago Blackhawks,2,SO,21599,,
2013,05/01/2014,Tampa Bay Lightning,3,Edmonton Oilers,5,,16839,,
2013,05/01/2014,Winnipeg Jets,5,Pittsburgh Penguins,6,,18652,,
2013,06/01/2014,Calgary Flames,4,Colorado Avalanche,3,,12027,,
2013,06/01/2014,Florida Panthers,1,Montreal Canadiens,2,,21273,,
2013,06/01/2014,Dallas Stars,3,New York Islanders,7,,11111,,
2013,06/01/2014,Columbus Blue Jackets,4,New York Rangers,3,SO,18006,,
2013,07/01/2014,Boston Bruins,2,Anaheim Ducks,5,,17238,,
2013,07/01/2014,Carolina Hurricanes,,Buffalo Sabres,,,,,Postponed due to blizzard until 2014-02-25
2013,07/01/2014,St. Louis Blues,5,Edmonton Oilers,2,,16839,,
2013,07/01/2014,Minnesota Wild,2,Los Angeles Kings,1,SO,18118,,
2013,07/01/2014,Philadelphia Flyers,3,New Jersey Devils,2,OT,14521,,
2013,07/01/2014,San Jose Sharks,2,Nashville Predators,3,,15016,,
2013,07/01/2014,Calgary Flames,0,Phoenix Coyotes,6,,10229,,
2013,07/01/2014,New York Islanders,5,Toronto Maple Leafs,3,,19164,,
2013,07/01/2014,Pittsburgh Penguins,5,Vancouver Canucks,4,SO,18910,,
2013,07/01/2014,Tampa Bay Lightning,4,Winnipeg Jets,2,,15004,,
2013,08/01/2014,New York Rangers,3,Chicago Blackhawks,2,,21493,,
2013,08/01/2014,Ottawa Senators,3,Colorado Avalanche,4,OT,12487,,
2013,08/01/2014,Montreal Canadiens,1,Philadelphia Flyers,3,,19949,,
2013,09/01/2014,Florida Panthers,2,Buffalo Sabres,1,SO,17872,,
2013,09/01/2014,Toronto Maple Leafs,1,Carolina Hurricanes,6,,16583,,
2013,09/01/2014,St. Louis Blues,5,Calgary Flames,0,,19289,,
2013,09/01/2014,Boston Bruins,2,Los Angeles Kings,4,,18118,,
2013,09/01/2014,Dallas Stars,0,New Jersey Devils,1,,14252,,
2013,09/01/2014,Anaheim Ducks,4,Nashville Predators,3,,15892,,
2013,09/01/2014,Minnesota Wild,4,Phoenix Coyotes,1,,10075,,
2013,09/01/2014,Detroit Red Wings,1,San Jose Sharks,4,,17562,,
2013,09/01/2014,Washington Capitals,4,Tampa Bay Lightning,3,,19204,,
2013,10/01/2014,Carolina Hurricanes,0,Columbus Blue Jackets,3,,16008,,
2013,10/01/2014,New York Islanders,2,Colorado Avalanche,1,OT,17430,,
2013,10/01/2014,Pittsburgh Penguins,3,Edmonton Oilers,4,OT,16839,,
2013,10/01/2014,Dallas Stars,2,New York Rangers,3,,18006,,
2013,10/01/2014,St. Louis Blues,1,Vancouver Canucks,2,,18910,,
2013,10/01/2014,Toronto Maple Leafs,2,Washington Capitals,3,,18506,,
2013,11/01/2014,Pittsburgh Penguins,2,Calgary Flames,1,,19289,,
2013,11/01/2014,Detroit Red Wings,3,Los Angeles Kings,1,,18262,,
2013,11/01/2014,Colorado Avalanche,4,Minnesota Wild,2,,19117,,
2013,11/01/2014,Chicago Blackhawks,1,Montreal Canadiens,2,OT,21273,,
2013,11/01/2014,Florida Panthers,1,New Jersey Devils,2,OT,16592,,
2013,11/01/2014,Ottawa Senators,2,Nashville Predators,1,SO,17113,,
2013,11/01/2014,Tampa Bay Lightning,6,Philadelphia Flyers,3,,19987,,
2013,11/01/2014,Anaheim Ducks,5,Phoenix Coyotes,3,,13289,,
2013,11/01/2014,Boston Bruins,1,San Jose Sharks,0,,17562,,
2013,11/01/2014,Columbus Blue Jackets,6,Winnipeg Jets,3,,15004,,
2013,12/01/2014,Detroit Red Wings,0,Anaheim Ducks,1,,17375,,
2013,12/01/2014,Edmonton Oilers,3,Chicago Blackhawks,5,,21424,,
2013,12/01/2014,New York Islanders,4,Dallas Stars,2,,13765,,
2013,12/01/2014,Minnesota Wild,4,Nashville Predators,0,,16221,,
2013,12/01/2014,Philadelphia Flyers,1,New York Rangers,4,,18006,,
2013,12/01/2014,New Jersey Devils,2,Toronto Maple Leafs,3,SO,19175,,
2013,12/01/2014,Buffalo Sabres,2,Washington Capitals,1,SO,18506,,
2013,13/01/2014,Calgary Flames,2,Carolina Hurricanes,0,,15276,,
2013,13/01/2014,Tampa Bay Lightning,2,Columbus Blue Jackets,3,,14070,,
2013,13/01/2014,Vancouver Canucks,0,Los Angeles Kings,1,,18118,,
2013,13/01/2014,Phoenix Coyotes,1,Winnipeg Jets,5,,15004,,
2013,14/01/2014,Toronto Maple Leafs,4,Boston Bruins,3,,17565,,
2013,14/01/2014,Philadelphia Flyers,4,Buffalo Sabres,3,,18667,,
2013,14/01/2014,Colorado Avalanche,3,Chicago Blackhawks,2,OT,21412,,
2013,14/01/2014,Edmonton Oilers,2,Dallas Stars,5,,12823,,
2013,14/01/2014,New York Islanders,2,Florida Panthers,4,,13730,,
2013,14/01/2014,Ottawa Senators,3,Minnesota Wild,0,,18117,,
2013,14/01/2014,New Jersey Devils,4,Montreal Canadiens,1,,21273,,
2013,14/01/2014,Calgary Flames,2,Nashville Predators,4,,15730,,
2013,14/01/2014,Tampa Bay Lightning,2,New York Rangers,1,,18006,,
2013,14/01/2014,Phoenix Coyotes,1,St. Louis Blues,2,,16571,,
2013,14/01/2014,San Jose Sharks,2,Washington Capitals,1,SO,18506,,
2013,15/01/2014,Vancouver Canucks,1,Anaheim Ducks,9,,17145,,
2013,15/01/2014,Washington Capitals,3,Pittsburgh Penguins,4,,18667,,
2013,15/01/2014,Buffalo Sabres,3,Toronto Maple Leafs,4,SO,19372,,
2013,16/01/2014,Winnipeg Jets,5,Calgary Flames,2,,19289,,
2013,16/01/2014,New Jersey Devils,1,Colorado Avalanche,2,SO,14090,,
2013,16/01/2014,Boston Bruins,4,Dallas Stars,2,,16890,,
2013,16/01/2014,San Jose Sharks,3,Florida Panthers,0,,13149,,
2013,16/01/2014,Edmonton Oilers,1,Minnesota Wild,4,,18037,,
2013,16/01/2014,Detroit Red Wings,0,New York Rangers,1,,18006,,
2013,16/01/2014,Montreal Canadiens,5,Ottawa Senators,4,OT,19217,,
2013,16/01/2014,Nashville Predators,4,Philadelphia Flyers,3,SO,19917,,
2013,16/01/2014,Vancouver Canucks,0,Phoenix Coyotes,1,,12307,,
2013,16/01/2014,Los Angeles Kings,4,St. Louis Blues,1,,19374,,
2013,16/01/2014,New York Islanders,2,Tampa Bay Lightning,1,SO,18333,,
2013,17/01/2014,Washington Capitals,1,Columbus Blue Jackets,5,,14121,,
2013,17/01/2014,Anaheim Ducks,2,Chicago Blackhawks,4,,22064,,
2013,18/01/2014,Columbus Blue Jackets,4,Buffalo Sabres,3,SO,19070,,
2013,18/01/2014,Florida Panthers,2,Carolina Hurricanes,3,,15476,,
2013,18/01/2014,Los Angeles Kings,2,Detroit Red Wings,3,SO,20066,,
2013,18/01/2014,Dallas Stars,2,Minnesota Wild,3,OT,19192,,
2013,18/01/2014,Colorado Avalanche,5,Nashville Predators,4,,17113,,
2013,18/01/2014,New York Rangers,4,Ottawa Senators,1,,19978,,
2013,18/01/2014,New York Islanders,4,Philadelphia Flyers,6,,19992,,
2013,18/01/2014,New Jersey Devils,2,Phoenix Coyotes,3,,14005,,
2013,18/01/2014,Anaheim Ducks,3,St. Louis Blues,2,,19910,,
2013,18/01/2014,San Jose Sharks,5,Tampa Bay Lightning,4,,19204,,
2013,18/01/2014,Montreal Canadiens,3,Toronto Maple Leafs,5,,19667,,
2013,18/01/2014,Calgary Flames,2,Vancouver Canucks,3,SO,18910,,
2013,18/01/2014,Edmonton Oilers,2,Winnipeg Jets,3,OT,15004,,
2013,19/01/2014,Tampa Bay Lightning,5,Carolina Hurricanes,3,,16760,,
2013,19/01/2014,Boston Bruins,2,Chicago Blackhawks,3,SO,22197,,
2013,19/01/2014,Washington Capitals,1,New York Rangers,4,,18006,,
2013,20/01/2014,Los Angeles Kings,2,Boston Bruins,3,,17565,,
2013,20/01/2014,St. Louis Blues,4,Detroit Red Wings,1,,20066,,
2013,20/01/2014,Dallas Stars,1,Nashville Predators,4,,16190,,
2013,20/01/2014,Philadelphia Flyers,3,New York Islanders,4,SO,16048,,
2013,20/01/2014,Toronto Maple Leafs,4,Phoenix Coyotes,2,,14476,,
2013,20/01/2014,Florida Panthers,5,Pittsburgh Penguins,1,,18660,,
2013,20/01/2014,Calgary Flames,2,San Jose Sharks,3,,17562,,
2013,21/01/2014,Winnipeg Jets,3,Anaheim Ducks,2,,15046,,
2013,21/01/2014,Florida Panthers,4,Buffalo Sabres,3,,17583,,
2013,21/01/2014,Los Angeles Kings,3,Columbus Blue Jackets,5,,13286,,
2013,21/01/2014,Toronto Maple Leafs,5,Colorado Avalanche,2,,14877,,
2013,21/01/2014,Minnesota Wild,0,Dallas Stars,4,,11191,,
2013,21/01/2014,Vancouver Canucks,2,Edmonton Oilers,1,,16839,,
2013,21/01/2014,St. Louis Blues,1,New Jersey Devils,7,,11432,,
2013,21/01/2014,New York Islanders,5,New York Rangers,3,,18006,,
2013,21/01/2014,Carolina Hurricanes,,Philadelphia Flyers,,,,,Postponed due to snowstorm until 2014-01-22
2013,21/01/2014,Ottawa Senators,2,Washington Capitals,0,,18506,,
2013,22/01/2014,Phoenix Coyotes,2,Calgary Flames,3,,19289,,
2013,22/01/2014,Chicago Blackhawks,4,Detroit Red Wings,5,SO,20066,,
2013,22/01/2014,Carolina Hurricanes,3,Philadelphia Flyers,2,,19592,,Make-up game for snowstorm 2014-01-21
2013,22/01/2014,Montreal Canadiens,1,Pittsburgh Penguins,5,,18617,,
2013,23/01/2014,Los Angeles Kings,1,Anaheim Ducks,2,,17503,,
2013,23/01/2014,Carolina Hurricanes,5,Buffalo Sabres,3,,18468,,
2013,23/01/2014,Philadelphia Flyers,2,Columbus Blue Jackets,5,,15571,,
2013,23/01/2014,Toronto Maple Leafs,1,Dallas Stars,7,,13678,,
2013,23/01/2014,Chicago Blackhawks,1,Minnesota Wild,2,,19226,,
2013,23/01/2014,Pittsburgh Penguins,6,New York Islanders,4,,15012,,
2013,23/01/2014,St. Louis Blues,2,New York Rangers,1,,18006,,
2013,23/01/2014,Winnipeg Jets,0,San Jose Sharks,1,,17562,,
2013,23/01/2014,Ottawa Senators,3,Tampa Bay Lightning,4,SO,18751,,
2013,23/01/2014,Nashville Predators,2,Vancouver Canucks,1,,18910,,
2013,24/01/2014,Ottawa Senators,,Carolina Hurricanes,,,,,Rescheduled to 2014-01-25 due to rescheduled 2014-01-22 game
2013,24/01/2014,Nashville Predators,4,Calgary Flames,5,SO,19289,,
2013,24/01/2014,Montreal Canadiens,1,Detroit Red Wings,4,,20066,,
2013,24/01/2014,Phoenix Coyotes,4,Edmonton Oilers,3,,16839,,
2013,24/01/2014,Colorado Avalanche,3,Florida Panthers,2,,17274,,
2013,24/01/2014,Washington Capitals,1,New Jersey Devils,2,,15742,,
2013,25/01/2014,Ottawa Senators,3,Carolina Hurricanes,6,,11458,,Make-up game for postponed 2014-01-24 game
2013,25/01/2014,Buffalo Sabres,5,Columbus Blue Jackets,2,,16272,,
2013,25/01/2014,Pittsburgh Penguins,0,Dallas Stars,3,,18532,,
2013,25/01/2014,Anaheim Ducks,3,Los Angeles Kings,0,,54099,,NHL Stadium Series
2013,25/01/2014,Washington Capitals,5,Montreal Canadiens,0,,21273,,
2013,25/01/2014,St. Louis Blues,4,New York Islanders,3,SO,15888,,
2013,25/01/2014,Boston Bruins,6,Philadelphia Flyers,1,,19938,,
2013,25/01/2014,Minnesota Wild,2,San Jose Sharks,3,OT,17562,,
2013,25/01/2014,Colorado Avalanche,2,Tampa Bay Lightning,5,,19204,,
2013,25/01/2014,Toronto Maple Leafs,4,Winnipeg Jets,5,OT,15004,,
2013,26/01/2014,Winnipeg Jets,3,Chicago Blackhawks,1,,21841,,
2013,26/01/2014,Florida Panthers,5,Detroit Red Wings,4,SO,20066,,
2013,26/01/2014,Nashville Predators,1,Edmonton Oilers,5,,16839,,
2013,26/01/2014,New York Rangers,7,New Jersey Devils,3,,50105,,NHL Stadium Series
2013,26/01/2014,Phoenix Coyotes,4,Vancouver Canucks,5,OT,18910,,
2013,27/01/2014,Columbus Blue Jackets,2,Carolina Hurricanes,3,,13641,,
2013,27/01/2014,Colorado Avalanche,4,Dallas Stars,3,,11678,,
2013,27/01/2014,Boston Bruins,6,New York Islanders,3,,13819,,
2013,27/01/2014,Buffalo Sabres,0,Pittsburgh Penguins,3,,18563,,
2013,27/01/2014,Los Angeles Kings,1,San Jose Sharks,0,,17562,,
2013,27/01/2014,Edmonton Oilers,4,Vancouver Canucks,2,,18910,,
2013,28/01/2014,Minnesota Wild,4,Anaheim Ducks,2,,15020,,
2013,28/01/2014,Florida Panthers,2,Boston Bruins,6,,17565,,
2013,28/01/2014,Washington Capitals,5,Buffalo Sabres,4,OT,18923,,
2013,28/01/2014,Ottawa Senators,3,Columbus Blue Jackets,2,,13373,,
2013,28/01/2014,Chicago Blackhawks,4,Calgary Flames,5,OT,19289,,
2013,28/01/2014,Carolina Hurricanes,0,Montreal Canadiens,3,,21273,,
2013,28/01/2014,Detroit Red Wings,0,Philadelphia Flyers,5,,19987,,
2013,28/01/2014,Los Angeles Kings,0,Phoenix Coyotes,3,,13681,,
2013,28/01/2014,New Jersey Devils,0,St. Louis Blues,3,,16099,,
2013,28/01/2014,Tampa Bay Lightning,2,Toronto Maple Leafs,3,,19475,,
2013,28/01/2014,Nashville Predators,4,Winnipeg Jets,3,,15004,,
2013,29/01/2014,San Jose Sharks,0,Edmonton Oilers,3,,16839,,
2013,29/01/2014,New York Rangers,2,New York Islanders,1,,50027,,NHL Stadium Series
2013,29/01/2014,Chicago Blackhawks,5,Vancouver Canucks,2,,18910,,
2013,30/01/2014,Philadelphia Flyers,3,Anaheim Ducks,5,,16007,,
2013,30/01/2014,Montreal Canadiens,4,Boston Bruins,1,,17565,,
2013,30/01/2014,Washington Capitals,2,Columbus Blue Jackets,5,,16047,,
2013,30/01/2014,San Jose Sharks,1,Calgary Flames,4,,19289,,
2013,30/01/2014,Minnesota Wild,4,Colorado Avalanche,5,,14697,,
2013,30/01/2014,New Jersey Devils,3,Dallas Stars,2,OT,14237,,
2013,30/01/2014,Pittsburgh Penguins,4,Los Angeles Kings,1,,18118,,
2013,30/01/2014,Tampa Bay Lightning,3,Ottawa Senators,5,,19757,,
2013,30/01/2014,Buffalo Sabres,3,Phoenix Coyotes,2,,13000,,
2013,30/01/2014,Florida Panthers,3,Toronto Maple Leafs,6,,19448,,
2013,31/01/2014,St. Louis Blues,1,Carolina Hurricanes,3,,16035,,
2013,31/01/2014,Washington Capitals,3,Detroit Red Wings,4,SO,20066,,
2013,31/01/2014,New Jersey Devils,2,Nashville Predators,3,OT,17207,,
2013,31/01/2014,New York Islanders,1,New York Rangers,4,,18006,,
2013,31/01/2014,Vancouver Canucks,3,Winnipeg Jets,4,,15004,,
2013,01/02/2014,Dallas Stars,2,Anaheim Ducks,0,,17174,,
2013,01/02/2014,Edmonton Oilers,0,Boston Bruins,4,,17565,,
2013,01/02/2014,Florida Panthers,1,Columbus Blue Jackets,4,,16762,,
2013,01/02/2014,Minnesota Wild,3,Calgary Flames,4,OT,19289,,
2013,01/02/2014,Buffalo Sabres,1,Colorado Avalanche,7,,16649,,
2013,01/02/2014,Philadelphia Flyers,2,Los Angeles Kings,0,,18118,,
2013,01/02/2014,Tampa Bay Lightning,2,Montreal Canadiens,1,OT,21273,,
2013,01/02/2014,Pittsburgh Penguins,1,Phoenix Coyotes,3,,17362,,
2013,01/02/2014,Chicago Blackhawks,1,San Jose Sharks,2,SO,17562,,
2013,01/02/2014,Nashville Predators,3,St. Louis Blues,4,SO,19358,,
2013,01/02/2014,Ottawa Senators,3,Toronto Maple Leafs,6,,19613,,
2013,02/02/2014,Winnipeg Jets,2,Montreal Canadiens,1,,21273,,
2013,02/02/2014,Detroit Red Wings,5,Washington Capitals,6,OT,18506,,
2013,03/02/2014,Columbus Blue Jackets,4,Anaheim Ducks,2,,14044,,
2013,03/02/2014,Edmonton Oilers,3,Buffalo Sabres,2,,18531,,
2013,03/02/2014,Vancouver Canucks,0,Detroit Red Wings,2,,20066,,
2013,03/02/2014,Chicago Blackhawks,5,Los Angeles Kings,3,,18118,,
2013,03/02/2014,Colorado Avalanche,2,New Jersey Devils,1,OT,14213,,
