Season,Date,Visitor,Visitor_Goals,Home,Home_Goals,OT,Att.,LOG,Notes
2018,03/10/2018,Anaheim Ducks,5,San Jose Sharks,2,,17562,02:25,
2018,03/10/2018,Montreal Canadiens,2,Toronto Maple Leafs,3,OT,19589,02:37,
2018,03/10/2018,Calgary Flames,2,Vancouver Canucks,5,,18870,02:31,
2018,03/10/2018,Boston Bruins,0,Washington Capitals,7,,18506,02:30,
2018,04/10/2018,Boston Bruins,4,Buffalo Sabres,0,,19070,02:35,
2018,04/10/2018,New York Islanders,2,Carolina Hurricanes,1,OT,18680,02:34,
2018,04/10/2018,Minnesota Wild,1,Colorado Avalanche,4,,18086,02:37,
2018,04/10/2018,Arizona Coyotes,0,Dallas Stars,3,,18532,02:34,
2018,04/10/2018,Columbus Blue Jackets,3,Detroit Red Wings,2,OT,19515,02:43,at Little Caesars Arena (Detroit MI)
2018,04/10/2018,Nashville Predators,3,New York Rangers,2,,17117,02:31,
2018,04/10/2018,Chicago Blackhawks,4,Ottawa Senators,3,OT,15858,02:38,
2018,04/10/2018,Washington Capitals,6,Pittsburgh Penguins,7,OT,18627,02:39,
2018,04/10/2018,Winnipeg Jets,5,St. Louis Blues,1,,18292,02:35,
2018,04/10/2018,Philadelphia Flyers,5,Vegas Golden Knights,2,,18555,02:24,
2018,05/10/2018,Carolina Hurricanes,3,Columbus Blue Jackets,1,,18306,02:35,
2018,05/10/2018,San Jose Sharks,3,Los Angeles Kings,2,OT,18230,02:36,
2018,06/10/2018,Anaheim Ducks,1,Arizona Coyotes,0,,17125,02:24,
2018,06/10/2018,New York Rangers,1,Buffalo Sabres,3,,16824,02:45,
2018,06/10/2018,Vancouver Canucks,4,Calgary Flames,7,,18688,02:39,
2018,06/10/2018,Philadelphia Flyers,2,Colorado Avalanche,5,,16768,02:33,
2018,06/10/2018,Winnipeg Jets,1,Dallas Stars,5,,18131,02:36,
2018,06/10/2018,Vegas Golden Knights,2,Minnesota Wild,1,SO,19077,03:18,
2018,06/10/2018,Edmonton Oilers,2,New Jersey Devils,5,,12044,02:31,at Scandinavium (Gothenberg SE)
2018,06/10/2018,Nashville Predators,4,New York Islanders,3,,12163,02:25,
2018,06/10/2018,Montreal Canadiens,5,Pittsburgh Penguins,1,,18622,02:26,
2018,06/10/2018,Chicago Blackhawks,5,St. Louis Blues,4,OT,17429,02:39,
2018,06/10/2018,Florida Panthers,1,Tampa Bay Lightning,2,SO,19092,02:39,
2018,06/10/2018,Ottawa Senators,5,Toronto Maple Leafs,3,,19321,02:35,
2018,07/10/2018,New York Rangers,5,Carolina Hurricanes,8,,13526,02:37,
2018,07/10/2018,Toronto Maple Leafs,7,Chicago Blackhawks,6,OT,21812,02:31,
2018,07/10/2018,Detroit Red Wings,2,Los Angeles Kings,4,,18230,02:43,
2018,08/10/2018,Detroit Red Wings,2,Anaheim Ducks,3,SO,17436,02:44,
2018,08/10/2018,Ottawa Senators,3,Boston Bruins,6,,17565,02:33,
2018,08/10/2018,Vegas Golden Knights,2,Buffalo Sabres,4,,16004,02:20,
2018,08/10/2018,San Jose Sharks,0,New York Islanders,4,,8790,02:26,
2018,09/10/2018,Vancouver Canucks,3,Carolina Hurricanes,5,,11932,02:35,
2018,09/10/2018,Colorado Avalanche,2,Columbus Blue Jackets,5,,11694,02:27,
2018,09/10/2018,Toronto Maple Leafs,7,Dallas Stars,4,,17866,02:30,
2018,09/10/2018,Calgary Flames,3,Nashville Predators,0,,17209,02:32,
2018,09/10/2018,San Jose Sharks,8,Philadelphia Flyers,2,,19133,02:34,
2018,09/10/2018,Los Angeles Kings,1,Winnipeg Jets,2,,15321,02:27,
2018,10/10/2018,Arizona Coyotes,3,Anaheim Ducks,2,SO,17015,02:30,
2018,10/10/2018,Philadelphia Flyers,7,Ottawa Senators,4,,13215,02:38,
2018,10/10/2018,Vegas Golden Knights,2,Washington Capitals,5,,18506,02:40,
2018,11/10/2018,Edmonton Oilers,1,Boston Bruins,4,,17565,02:28,
2018,11/10/2018,Colorado Avalanche,6,Buffalo Sabres,1,,15396,02:30,
2018,11/10/2018,Toronto Maple Leafs,5,Detroit Red Wings,3,,19515,02:32,at Little Caesars Arena (Detroit MI)
2018,11/10/2018,Columbus Blue Jackets,5,Florida Panthers,4,,14394,02:34,
2018,11/10/2018,Chicago Blackhawks,3,Minnesota Wild,4,OT,18652,02:42,
2018,11/10/2018,Los Angeles Kings,3,Montreal Canadiens,0,,21302,02:33,
2018,11/10/2018,Washington Capitals,0,New Jersey Devils,6,,16514,02:31,
2018,11/10/2018,Winnipeg Jets,0,Nashville Predators,3,,17228,02:30,
2018,11/10/2018,San Jose Sharks,2,New York Rangers,3,OT,17004,02:31,
2018,11/10/2018,Vegas Golden Knights,2,Pittsburgh Penguins,4,,18610,02:27,
2018,11/10/2018,Calgary Flames,3,St. Louis Blues,5,,16403,02:37,
2018,11/10/2018,Vancouver Canucks,4,Tampa Bay Lightning,1,,19092,02:23,
2018,13/10/2018,Buffalo Sabres,3,Arizona Coyotes,0,,15304,02:32,
2018,13/10/2018,Detroit Red Wings,2,Boston Bruins,8,,17565,02:40,
2018,13/10/2018,St. Louis Blues,3,Chicago Blackhawks,4,OT,21634,02:38,
2018,13/10/2018,Calgary Flames,3,Colorado Avalanche,2,OT,17334,02:34,
2018,13/10/2018,Anaheim Ducks,3,Dallas Stars,5,,18532,02:38,
2018,13/10/2018,Vancouver Canucks,3,Florida Panthers,2,,11953,02:32,
2018,13/10/2018,Carolina Hurricanes,5,Minnesota Wild,4,OT,18715,02:56,
2018,13/10/2018,Pittsburgh Penguins,3,Montreal Canadiens,4,SO,21302,03:23,
2018,13/10/2018,New York Islanders,2,Nashville Predators,5,,17208,02:34,
2018,13/10/2018,Edmonton Oilers,2,New York Rangers,1,,17085,02:24,
2018,13/10/2018,Los Angeles Kings,1,Ottawa Senators,5,,15355,02:29,
2018,13/10/2018,Vegas Golden Knights,1,Philadelphia Flyers,0,,19067,02:19,
2018,13/10/2018,Columbus Blue Jackets,2,Tampa Bay Lightning,8,,19092,02:36,
2018,13/10/2018,Toronto Maple Leafs,4,Washington Capitals,2,,18506,02:21,
2018,14/10/2018,San Jose Sharks,2,New Jersey Devils,3,,13809,02:35,
2018,14/10/2018,Anaheim Ducks,3,St. Louis Blues,2,,16562,02:36,
2018,14/10/2018,Carolina Hurricanes,1,Winnipeg Jets,3,,15321,02:33,
2018,15/10/2018,Detroit Red Wings,3,Montreal Canadiens,7,,20323,02:40,
2018,15/10/2018,Minnesota Wild,2,Nashville Predators,4,,17165,02:32,
2018,15/10/2018,Dallas Stars,1,Ottawa Senators,4,,12358,02:30,
2018,15/10/2018,Los Angeles Kings,1,Toronto Maple Leafs,4,,19429,02:25,
2018,16/10/2018,Arizona Coyotes,1,Minnesota Wild,2,,18795,02:35,
2018,16/10/2018,Dallas Stars,0,New Jersey Devils,3,,12808,02:33,
2018,16/10/2018,Colorado Avalanche,2,New York Rangers,3,SO,17251,02:43,
2018,16/10/2018,Florida Panthers,5,Philadelphia Flyers,6,SO,19038,02:48,
2018,16/10/2018,Vancouver Canucks,3,Pittsburgh Penguins,2,OT,18492,02:24,
2018,16/10/2018,Carolina Hurricanes,2,Tampa Bay Lightning,4,,19092,02:37,
2018,16/10/2018,Buffalo Sabres,1,Vegas Golden Knights,4,,18321,02:38,
2018,16/10/2018,Edmonton Oilers,5,Winnipeg Jets,4,OT,15321,02:29,
2018,17/10/2018,New York Islanders,1,Anaheim Ducks,4,,16909,02:30,
2018,17/10/2018,Boston Bruins,2,Calgary Flames,5,,17641,02:25,
2018,17/10/2018,St. Louis Blues,2,Montreal Canadiens,3,,20137,02:22,
2018,17/10/2018,New York Rangers,3,Washington Capitals,4,OT,18506,02:34,
2018,18/10/2018,Philadelphia Flyers,3,Columbus Blue Jackets,6,,13492,02:20,
2018,18/10/2018,Arizona Coyotes,4,Chicago Blackhawks,1,,21210,02:31,
2018,18/10/2018,Boston Bruins,2,Edmonton Oilers,3,OT,18347,02:26,
2018,18/10/2018,New York Islanders,7,Los Angeles Kings,2,,18230,02:34,
2018,18/10/2018,Colorado Avalanche,5,New Jersey Devils,3,,13374,02:41,
2018,18/10/2018,Buffalo Sabres,1,San Jose Sharks,5,,17389,02:33,
2018,18/10/2018,Detroit Red Wings,1,Tampa Bay Lightning,3,,19092,02:43,
2018,18/10/2018,Pittsburgh Penguins,3,Toronto Maple Leafs,0,,19483,02:28,
2018,18/10/2018,Vancouver Canucks,1,Winnipeg Jets,4,,15321,02:32,
2018,19/10/2018,Nashville Predators,5,Calgary Flames,3,,18725,02:36,
2018,19/10/2018,Minnesota Wild,3,Dallas Stars,1,,18346,02:18,
2018,19/10/2018,Florida Panthers,6,Washington Capitals,5,SO,18506,02:56,
2018,20/10/2018,Colorado Avalanche,3,Carolina Hurricanes,1,,11753,02:30,
2018,20/10/2018,Chicago Blackhawks,4,Columbus Blue Jackets,1,,17005,02:29,
2018,20/10/2018,Nashville Predators,3,Edmonton Oilers,0,,18347,02:29,
2018,20/10/2018,Detroit Red Wings,4,Florida Panthers,3,OT,14534,02:44,
2018,20/10/2018,Buffalo Sabres,5,Los Angeles Kings,1,,18230,02:38,
2018,20/10/2018,Tampa Bay Lightning,4,Minnesota Wild,5,OT,19080,02:42,
2018,20/10/2018,Montreal Canadiens,3,Ottawa Senators,4,OT,18442,02:37,
2018,20/10/2018,New Jersey Devils,2,Philadelphia Flyers,5,,19105,02:35,
2018,20/10/2018,New York Islanders,1,San Jose Sharks,4,,17414,02:31,
2018,20/10/2018,St. Louis Blues,4,Toronto Maple Leafs,1,,19268,02:31,
2018,20/10/2018,Boston Bruins,1,Vancouver Canucks,2,OT,17871,02:30,
2018,20/10/2018,Anaheim Ducks,1,Vegas Golden Knights,3,,18375,02:33,
2018,20/10/2018,Arizona Coyotes,3,Winnipeg Jets,5,,15321,02:33,
2018,21/10/2018,Buffalo Sabres,4,Anaheim Ducks,2,,17174,02:24,
2018,21/10/2018,Tampa Bay Lightning,6,Chicago Blackhawks,3,,21012,02:29,
2018,21/10/2018,Calgary Flames,4,New York Rangers,1,,17404,02:29,
2018,22/10/2018,Carolina Hurricanes,3,Detroit Red Wings,1,,19515,02:28,at Little Caesars Arena (Detroit MI)
2018,22/10/2018,Colorado Avalanche,4,Philadelphia Flyers,1,,19326,02:30,
2018,22/10/2018,Washington Capitals,5,Vancouver Canucks,2,,17227,02:25,
2018,22/10/2018,St. Louis Blues,4,Winnipeg Jets,5,OT,15321,02:37,
2018,23/10/2018,Arizona Coyotes,4,Columbus Blue Jackets,1,,11458,02:28,
2018,23/10/2018,Anaheim Ducks,1,Chicago Blackhawks,3,,20900,02:31,
2018,23/10/2018,Los Angeles Kings,2,Dallas Stars,4,,17354,02:39,
2018,23/10/2018,Pittsburgh Penguins,6,Edmonton Oilers,5,OT,18347,02:42,
2018,23/10/2018,Calgary Flames,2,Montreal Canadiens,3,,21028,02:30,
2018,23/10/2018,San Jose Sharks,5,Nashville Predators,4,,17159,02:41,
2018,23/10/2018,Florida Panthers,2,New York Rangers,5,,17016,02:33,
2018,23/10/2018,Boston Bruins,4,Ottawa Senators,1,,15265,02:31,
2018,24/10/2018,Tampa Bay Lightning,1,Colorado Avalanche,0,,16753,02:23,
2018,24/10/2018,Florida Panthers,3,New York Islanders,2,OT,9743,02:40,
2018,24/10/2018,Vancouver Canucks,3,Vegas Golden Knights,2,SO,18189,02:42,
2018,24/10/2018,Toronto Maple Leafs,4,Winnipeg Jets,2,,15321,02:29,
2018,25/10/2018,Vancouver Canucks,1,Arizona Coyotes,4,,12955,02:20,
2018,25/10/2018,Philadelphia Flyers,0,Boston Bruins,3,,17565,02:32,
2018,25/10/2018,Montreal Canadiens,3,Buffalo Sabres,4,,16112,02:35,
2018,25/10/2018,Pittsburgh Penguins,9,Calgary Flames,1,,17834,02:31,
2018,25/10/2018,New York Rangers,1,Chicago Blackhawks,4,,21280,02:36,
2018,25/10/2018,Anaheim Ducks,2,Dallas Stars,5,,17134,02:34,
2018,25/10/2018,Washington Capitals,1,Edmonton Oilers,4,,18347,02:29,
2018,25/10/2018,Los Angeles Kings,1,Minnesota Wild,4,,18778,02:36,
2018,25/10/2018,Nashville Predators,4,New Jersey Devils,3,OT,15164,02:44,
2018,25/10/2018,Columbus Blue Jackets,7,St. Louis Blues,4,,17068,02:37,
2018,26/10/2018,San Jose Sharks,3,Carolina Hurricanes,4,SO,12311,02:43,
2018,26/10/2018,Ottawa Senators,3,Colorado Avalanche,6,,16851,02:32,
2018,26/10/2018,Winnipeg Jets,2,Detroit Red Wings,1,,19515,02:27,at Little Caesars Arena (Detroit MI)
2018,26/10/2018,Tampa Bay Lightning,3,Vegas Golden Knights,2,,18207,02:38,
2018,27/10/2018,Tampa Bay Lightning,1,Arizona Coyotes,7,,13623,02:31,
2018,27/10/2018,Montreal Canadiens,3,Boston Bruins,0,,17565,02:37,
2018,27/10/2018,Buffalo Sabres,4,Columbus Blue Jackets,5,OT,15642,02:39,
2018,27/10/2018,Washington Capitals,4,Calgary Flames,3,SO,17832,02:45,
2018,27/10/2018,Colorado Avalanche,2,Minnesota Wild,3,,19093,02:35,
2018,27/10/2018,Florida Panthers,2,New Jersey Devils,3,,15927,02:50,
2018,27/10/2018,Edmonton Oilers,5,Nashville Predators,3,,17248,02:31,
2018,27/10/2018,New York Islanders,6,Philadelphia Flyers,1,,19247,02:28,
2018,27/10/2018,Chicago Blackhawks,3,St. Louis Blues,7,,17201,02:32,
2018,27/10/2018,Winnipeg Jets,2,Toronto Maple Leafs,3,,19545,02:31,
2018,27/10/2018,Pittsburgh Penguins,5,Vancouver Canucks,0,,17537,02:29,
2018,28/10/2018,San Jose Sharks,4,Anaheim Ducks,3,OT,17099,02:36,
2018,28/10/2018,New York Islanders,2,Carolina Hurricanes,1,,10367,02:30,
2018,28/10/2018,Edmonton Oilers,2,Chicago Blackhawks,1,OT,20987,02:24,
2018,28/10/2018,Dallas Stars,2,Detroit Red Wings,4,,19515,02:26,at Little Caesars Arena (Detroit MI)
2018,28/10/2018,New York Rangers,3,Los Angeles Kings,4,,18230,02:41,
2018,28/10/2018,Ottawa Senators,3,Vegas Golden Knights,4,OT,18089,02:40,
2018,29/10/2018,Calgary Flames,3,Toronto Maple Leafs,1,,18989,02:31,
2018,29/10/2018,Minnesota Wild,2,Vancouver Canucks,5,,16546,02:36,
2018,30/10/2018,Philadelphia Flyers,3,Anaheim Ducks,2,,16450,02:28,
2018,30/10/2018,Ottawa Senators,1,Arizona Coyotes,5,,13988,02:32,
2018,30/10/2018,Calgary Flames,2,Buffalo Sabres,1,OT,15196,02:38,
2018,30/10/2018,Boston Bruins,3,Carolina Hurricanes,2,,11357,02:37,
2018,30/10/2018,Detroit Red Wings,5,Columbus Blue Jackets,3,,14288,02:30,
2018,30/10/2018,Minnesota Wild,4,Edmonton Oilers,3,,18347,02:32,
2018,30/10/2018,Dallas Stars,4,Montreal Canadiens,1,,20506,02:39,
2018,30/10/2018,Vegas Golden Knights,1,Nashville Predators,4,,17367,02:30,
2018,30/10/2018,New York Islanders,6,Pittsburgh Penguins,3,,18509,02:32,
2018,30/10/2018,New York Rangers,4,San Jose Sharks,3,SO,17562,02:38,
2018,30/10/2018,New Jersey Devils,3,Tampa Bay Lightning,8,,19092,02:37,
2018,31/10/2018,Chicago Blackhawks,2,Vancouver Canucks,4,,16955,02:32,
2018,01/11/2018,New York Rangers,3,Anaheim Ducks,2,SO,16101,03:14,
2018,01/11/2018,Colorado Avalanche,5,Calgary Flames,6,,17317,02:39,
2018,01/11/2018,New Jersey Devils,3,Detroit Red Wings,4,,18273,02:48,at Little Caesars Arena (Detroit MI)
2018,01/11/2018,Chicago Blackhawks,0,Edmonton Oilers,4,,18347,02:26,
2018,01/11/2018,Winnipeg Jets,4,Florida Panthers,2,,13490,02:37,at Hartwall Arena (Helsinki FI)
2018,01/11/2018,Philadelphia Flyers,5,Los Angeles Kings,2,,18230,02:35,
2018,01/11/2018,Washington Capitals,4,Montreal Canadiens,6,,20279,02:25,
2018,01/11/2018,Pittsburgh Penguins,2,New York Islanders,3,SO,10910,02:42,
2018,01/11/2018,Buffalo Sabres,2,Ottawa Senators,4,,12587,02:20,
2018,01/11/2018,Columbus Blue Jackets,4,San Jose Sharks,1,,15879,02:32,
2018,01/11/2018,Vegas Golden Knights,3,St. Louis Blues,5,,16813,02:32,
2018,01/11/2018,Nashville Predators,4,Tampa Bay Lightning,1,,19092,02:30,
2018,01/11/2018,Dallas Stars,2,Toronto Maple Leafs,1,,18878,02:27,
2018,02/11/2018,Carolina Hurricanes,3,Arizona Coyotes,4,OT,10562,02:30,
2018,02/11/2018,Colorado Avalanche,6,Vancouver Canucks,7,OT,18334,02:44,
2018,02/11/2018,Florida Panthers,4,Winnipeg Jets,2,,13490,02:34,at Hartwall Arena (Helsinki FI)
2018,03/11/2018,Ottawa Senators,2,Buffalo Sabres,9,,17881,02:27,
2018,03/11/2018,Chicago Blackhawks,3,Calgary Flames,5,,18143,02:26,
2018,03/11/2018,Edmonton Oilers,4,Detroit Red Wings,3,,19515,02:31,at Little Caesars Arena (Detroit MI)
2018,03/11/2018,Columbus Blue Jackets,1,Los Angeles Kings,4,,18230,02:32,
2018,03/11/2018,Tampa Bay Lightning,4,Montreal Canadiens,1,,21302,02:31,
2018,03/11/2018,Boston Bruins,0,Nashville Predators,1,,17535,02:38,
2018,03/11/2018,New Jersey Devils,0,New York Islanders,3,,11901,02:26,
2018,03/11/2018,Toronto Maple Leafs,5,Pittsburgh Penguins,0,,18638,02:38,
2018,03/11/2018,Philadelphia Flyers,3,San Jose Sharks,4,OT,17562,02:29,
2018,03/11/2018,Minnesota Wild,5,St. Louis Blues,1,,17767,02:27,
2018,03/11/2018,Carolina Hurricanes,0,Vegas Golden Knights,3,,18328,02:29,
2018,03/11/2018,Dallas Stars,4,Washington Capitals,3,OT,18506,02:40,
2018,04/11/2018,Columbus Blue Jackets,2,Anaheim Ducks,3,OT,16727,02:31,
2018,04/11/2018,Buffalo Sabres,1,New York Rangers,3,,16904,02:26,
2018,04/11/2018,Tampa Bay Lightning,4,Ottawa Senators,3,OT,11364,02:29,
2018,05/11/2018,Philadelphia Flyers,5,Arizona Coyotes,2,,13719,02:28,
2018,05/11/2018,Dallas Stars,1,Boston Bruins,2,OT,17565,02:34,
2018,05/11/2018,Montreal Canadiens,4,New York Islanders,3,SO,9402,02:40,
2018,05/11/2018,New Jersey Devils,5,Pittsburgh Penguins,1,,18420,02:38,
2018,05/11/2018,Edmonton Oilers,2,Washington Capitals,4,,18506,02:30,
2018,06/11/2018,Dallas Stars,1,Columbus Blue Jackets,4,,14159,02:24,
2018,06/11/2018,Vancouver Canucks,2,Detroit Red Wings,3,SO,18640,02:47,at Little Caesars Arena (Detroit MI)
2018,06/11/2018,Anaheim Ducks,1,Los Angeles Kings,4,,18230,02:41,
2018,06/11/2018,Montreal Canadiens,3,New York Rangers,5,,17428,02:40,
2018,06/11/2018,New Jersey Devils,3,Ottawa Senators,7,,12491,02:37,
2018,06/11/2018,Minnesota Wild,3,San Jose Sharks,4,,15853,02:23,
2018,06/11/2018,Carolina Hurricanes,1,St. Louis Blues,4,,16210,02:31,
2018,06/11/2018,Edmonton Oilers,2,Tampa Bay Lightning,5,,19092,02:33,
2018,06/11/2018,Vegas Golden Knights,1,Toronto Maple Leafs,3,,19045,02:34,
2018,07/11/2018,Calgary Flames,2,Anaheim Ducks,3,,16461,02:23,
2018,07/11/2018,Nashville Predators,4,Colorado Avalanche,1,,16923,02:44,
2018,07/11/2018,Pittsburgh Penguins,1,Washington Capitals,2,,18506,02:33,
2018,08/11/2018,Vancouver Canucks,8,Boston Bruins,5,,17565,02:38,
2018,08/11/2018,Carolina Hurricanes,4,Chicago Blackhawks,3,,21331,02:20,
2018,08/11/2018,San Jose Sharks,3,Dallas Stars,4,,18137,02:33,
2018,08/11/2018,Edmonton Oilers,1,Florida Panthers,4,,11484,02:33,
2018,08/11/2018,Minnesota Wild,3,Los Angeles Kings,1,,17621,02:29,
2018,08/11/2018,Buffalo Sabres,6,Montreal Canadiens,5,OT,20488,02:40,
2018,08/11/2018,Vegas Golden Knights,5,Ottawa Senators,3,,15213,02:37,
2018,08/11/2018,Arizona Coyotes,4,Philadelphia Flyers,5,OT,18884,02:28,
2018,08/11/2018,New York Islanders,2,Tampa Bay Lightning,4,,19092,02:30,
2018,09/11/2018,Minnesota Wild,5,Anaheim Ducks,1,,16464,02:30,
2018,09/11/2018,New York Rangers,2,Detroit Red Wings,3,OT,19515,02:38,at Little Caesars Arena (Detroit MI)
2018,09/11/2018,San Jose Sharks,0,St. Louis Blues,4,,17032,02:21,
2018,09/11/2018,New Jersey Devils,1,Toronto Maple Leafs,6,,19211,02:32,
2018,09/11/2018,Colorado Avalanche,2,Winnipeg Jets,5,,15321,02:23,
2018,09/11/2018,Columbus Blue Jackets,2,Washington Capitals,1,,18506,02:31,
2018,10/11/2018,Toronto Maple Leafs,1,Boston Bruins,5,,17565,02:34,
2018,10/11/2018,Vancouver Canucks,3,Buffalo Sabres,4,SO,17541,02:42,
2018,10/11/2018,Detroit Red Wings,4,Carolina Hurricanes,3,SO,13029,02:42,
2018,10/11/2018,New York Rangers,5,Columbus Blue Jackets,4,SO,18384,02:47,
2018,10/11/2018,Nashville Predators,5,Dallas Stars,4,OT,18532,02:42,
2018,10/11/2018,New York Islanders,2,Florida Panthers,4,,11947,02:28,
2018,10/11/2018,Calgary Flames,1,Los Angeles Kings,0,,18230,02:32,
2018,10/11/2018,Vegas Golden Knights,4,Montreal Canadiens,5,,21302,02:30,
2018,10/11/2018,Chicago Blackhawks,0,Philadelphia Flyers,4,,19355,02:25,
2018,10/11/2018,Arizona Coyotes,0,Pittsburgh Penguins,4,,18596,02:31,
2018,10/11/2018,Ottawa Senators,6,Tampa Bay Lightning,4,,19092,02:35,
2018,11/11/2018,Vegas Golden Knights,1,Boston Bruins,4,,17565,02:30,
2018,11/11/2018,Colorado Avalanche,4,Edmonton Oilers,1,,18347,02:14,
2018,11/11/2018,Ottawa Senators,1,Florida Panthers,5,,11192,02:35,
2018,11/11/2018,Calgary Flames,1,San Jose Sharks,3,,17562,02:22,
2018,11/11/2018,Minnesota Wild,3,St. Louis Blues,2,,16735,02:33,
2018,11/11/2018,New Jersey Devils,2,Winnipeg Jets,5,,15321,02:30,
2018,11/11/2018,Arizona Coyotes,4,Washington Capitals,1,,18506,02:27,
2018,12/11/2018,Nashville Predators,1,Anaheim Ducks,2,SO,16629,03:04,
2018,12/11/2018,Chicago Blackhawks,2,Carolina Hurricanes,3,OT,11221,02:28,
2018,12/11/2018,Columbus Blue Jackets,2,Dallas Stars,1,,17543,02:32,
2018,12/11/2018,Vancouver Canucks,1,New York Rangers,2,,17100,02:28,
2018,13/11/2018,Tampa Bay Lightning,1,Buffalo Sabres,2,,15833,02:31,
2018,13/11/2018,Arizona Coyotes,1,Detroit Red Wings,6,,18257,02:39,at Little Caesars Arena (Detroit MI)
2018,13/11/2018,Montreal Canadiens,2,Edmonton Oilers,6,,18347,02:28,
2018,13/11/2018,Toronto Maple Leafs,5,Los Angeles Kings,1,,17859,02:21,
2018,13/11/2018,Washington Capitals,5,Minnesota Wild,2,,19101,02:33,
2018,13/11/2018,Pittsburgh Penguins,2,New Jersey Devils,4,,15108,02:41,
2018,13/11/2018,Vancouver Canucks,2,New York Islanders,5,,8806,02:26,
2018,13/11/2018,Florida Panthers,2,Philadelphia Flyers,1,,19147,02:30,
2018,13/11/2018,Nashville Predators,4,San Jose Sharks,5,,16654,02:33,
2018,14/11/2018,St. Louis Blues,0,Chicago Blackhawks,1,,21401,02:19,
2018,14/11/2018,Boston Bruins,3,Colorado Avalanche,6,,16124,02:20,
2018,14/11/2018,Anaheim Ducks,0,Vegas Golden Knights,5,,18111,02:25,
2018,14/11/2018,Washington Capitals,1,Winnipeg Jets,3,,15321,02:22,
2018,15/11/2018,Nashville Predators,1,Arizona Coyotes,2,,13315,02:29,
2018,15/11/2018,Florida Panthers,3,Columbus Blue Jackets,7,,14872,02:31,
2018,15/11/2018,Montreal Canadiens,3,Calgary Flames,2,,18443,02:32,
2018,15/11/2018,Vancouver Canucks,2,Minnesota Wild,6,,19014,02:35,
2018,15/11/2018,New York Rangers,5,New York Islanders,7,,13472,02:40,
2018,15/11/2018,Detroit Red Wings,1,Ottawa Senators,2,,13402,02:39,
2018,15/11/2018,New Jersey Devils,3,Philadelphia Flyers,0,,18806,02:34,
2018,15/11/2018,Tampa Bay Lightning,4,Pittsburgh Penguins,3,,18422,02:31,
2018,15/11/2018,Toronto Maple Leafs,5,San Jose Sharks,3,,17011,02:27,
2018,16/11/2018,Toronto Maple Leafs,2,Anaheim Ducks,1,OT,16666,02:34,
2018,16/11/2018,Los Angeles Kings,2,Chicago Blackhawks,1,SO,21227,02:36,
2018,16/11/2018,Washington Capitals,3,Colorado Avalanche,2,OT,18050,02:35,
2018,16/11/2018,Boston Bruins,0,Dallas Stars,1,OT,18532,02:37,
2018,16/11/2018,St. Louis Blues,4,Vegas Golden Knights,1,,18488,02:25,
2018,16/11/2018,Buffalo Sabres,2,Winnipeg Jets,1,SO,15321,02:37,
2018,17/11/2018,Boston Bruins,2,Arizona Coyotes,1,,16386,02:23,
2018,17/11/2018,Columbus Blue Jackets,4,Carolina Hurricanes,1,,13040,02:25,
2018,17/11/2018,Edmonton Oilers,2,Calgary Flames,4,,19289,02:45,
2018,17/11/2018,Buffalo Sabres,3,Minnesota Wild,2,,18947,02:22,
2018,17/11/2018,Detroit Red Wings,3,New Jersey Devils,2,OT,16514,02:37,
2018,17/11/2018,Los Angeles Kings,3,Nashville Predators,5,,17627,02:34,
2018,17/11/2018,Florida Panthers,2,New York Rangers,4,,18006,02:30,
2018,17/11/2018,Pittsburgh Penguins,4,Ottawa Senators,6,,17692,02:28,
2018,17/11/2018,Tampa Bay Lightning,6,Philadelphia Flyers,5,OT,19060,02:40,
2018,17/11/2018,St. Louis Blues,0,San Jose Sharks,4,,17417,02:24,
2018,17/11/2018,Montreal Canadiens,3,Vancouver Canucks,2,,17880,02:35,
2018,18/11/2018,Colorado Avalanche,4,Anaheim Ducks,3,OT,16502,02:40,
2018,18/11/2018,New Jersey Devils,1,Carolina Hurricanes,2,,11211,02:30,
2018,18/11/2018,Minnesota Wild,1,Chicago Blackhawks,3,,21373,02:33,
2018,18/11/2018,Vegas Golden Knights,6,Edmonton Oilers,3,,18347,02:31,
2018,18/11/2018,Dallas Stars,6,New York Islanders,2,,10650,02:24,
2018,19/11/2018,Vegas Golden Knights,2,Calgary Flames,7,,17635,02:23,
2018,19/11/2018,Washington Capitals,5,Montreal Canadiens,4,OT,21911,02:52,
2018,19/11/2018,Tampa Bay Lightning,2,Nashville Predators,3,,17419,02:29,
2018,19/11/2018,Dallas Stars,1,New York Rangers,2,,17071,02:22,
2018,19/11/2018,Florida Panthers,7,Ottawa Senators,5,,11570,02:41,
2018,19/11/2018,Buffalo Sabres,5,Pittsburgh Penguins,4,OT,18618,02:37,
2018,19/11/2018,Los Angeles Kings,2,St. Louis Blues,0,,16860,02:21,
2018,19/11/2018,Columbus Blue Jackets,2,Toronto Maple Leafs,4,,19134,02:32,
2018,19/11/2018,Winnipeg Jets,6,Vancouver Canucks,3,,17917,02:32,
2018,20/11/2018,Edmonton Oilers,4,San Jose Sharks,3,OT,17562,02:30,
2018,21/11/2018,Vancouver Canucks,3,Anaheim Ducks,4,,16091,02:32,
2018,21/11/2018,Vegas Golden Knights,3,Arizona Coyotes,2,OT,14151,02:39,
2018,21/11/2018,Philadelphia Flyers,2,Buffalo Sabres,5,,19070,02:26,
