,playerA,playerB,playerARacks,playerBRacks,matchIndex,date,competition
24,Antonio Gabica,Mehdi Rasekhi,11,7,25,2014-06-21,2014 WPA World 9-Ball Championship
25,Bruno Muratore,Ryu Seung-woo,7,11,26,2014-06-21,2014 WPA World 9-Ball Championship
26,Mika Immonen,Roman Hybler,7,11,27,2014-06-21,2014 WPA World 9-Ball Championship
27,Oliver Ortmann,Albin Ouschan,5,11,28,2014-06-21,2014 WPA World 9-Ball Championship
28,Li Hewen,Dimitri Jungo,11,7,29,2014-06-21,2014 WPA World 9-Ball Championship
29,Thorsten Hohmann,Marco Teutscher,9,11,30,2014-06-21,2014 WPA World 9-Ball Championship
30,Nick van den Berg,Aloysius Yapp,11,8,31,2014-06-21,2014 WPA World 9-Ball Championship
31,Ralf Souquet,Ramil Gallego,10,11,32,2014-06-21,2014 WPA World 9-Ball Championship
32,Wang Can,Raymund Faraon,7,11,33,2014-06-21,2014 WPA World 9-Ball Championship
33,Elmer Haya,Hayato Hijikata,11,8,34,2014-06-21,2014 WPA World 9-Ball Championship
34,Waleed Majid,Darren Appleton,11,9,35,2014-06-21,2014 WPA World 9-Ball Championship
35,Konstantin Stepanov,Johann Chua,3,11,36,2014-06-21,2014 WPA World 9-Ball Championship
36,Mario He,Jeong Young-hwa,11,10,37,2014-06-21,2014 WPA World 9-Ball Championship
37,Radosław Babica,Niels Feijen,6,11,38,2014-06-21,2014 WPA World 9-Ball Championship
38,Carlo Biado,Jason Klatt,11,5,39,2014-06-21,2014 WPA World 9-Ball Championship
39,Naoyuki Ōi,Ko Pin-yi,10,11,40,2014-06-21,2014 WPA World 9-Ball Championship
40,Hsu Kai-lun,Wu Jiaqing,10,11,41,2014-06-21,2014 WPA World 9-Ball Championship
41,Stephan Cohen,Chang Yu-Lung,6,11,42,2014-06-21,2014 WPA World 9-Ball Championship
42,Shane Van Boening,Dang Jinhu,11,4,43,2014-06-21,2014 WPA World 9-Ball Championship
43,Tōru Kuribayashi,Nikos Ekonomopoulos,11,9,44,2014-06-21,2014 WPA World 9-Ball Championship
44,Antonio Gabica,Ryu Seung-woo,11,6,45,2014-06-21,2014 WPA World 9-Ball Championship
45,Roman Hybler,Albin Ouschan,9,11,46,2014-06-21,2014 WPA World 9-Ball Championship
46,Li Hewen,Marco Teutscher,11,8,47,2014-06-21,2014 WPA World 9-Ball Championship
47,Nick van den Berg,Ramil Gallego,11,8,48,2014-06-21,2014 WPA World 9-Ball Championship
48,Raymund Faraon,Elmer Haya,8,11,49,2014-06-21,2014 WPA World 9-Ball Championship
49,Waleed Majid,Johann Chua,8,11,50,2014-06-21,2014 WPA World 9-Ball Championship
50,Mario He,Niels Feijen,6,11,51,2014-06-21,2014 WPA World 9-Ball Championship
51,Carlo Biado,Ko Pin-yi,11,7,52,2014-06-21,2014 WPA World 9-Ball Championship
52,Wu Jiaqing,Chang Yu-Lung,10,11,53,2014-06-21,2014 WPA World 9-Ball Championship
53,Shane Van Boening,Tōru Kuribayashi,11,5,54,2014-06-21,2014 WPA World 9-Ball Championship
54,Antonio Gabica,Albin Ouschan,9,11,55,2014-06-21,2014 WPA World 9-Ball Championship
55,Li Hewen,Nick van den Berg,11,7,56,2014-06-21,2014 WPA World 9-Ball Championship
56,Elmer Haya,Johann Chua,11,8,57,2014-06-21,2014 WPA World 9-Ball Championship
57,Niels Feijen,Carlo Biado,11,7,58,2014-06-21,2014 WPA World 9-Ball Championship
58,Chang Yu-Lung,Shane Van Boening,11,8,59,2014-06-21,2014 WPA World 9-Ball Championship
59,Albin Ouschan,Li Hewen,11,8,60,2014-06-21,2014 WPA World 9-Ball Championship
60,Elmer Haya,Niels Feijen,7,11,61,2014-06-21,2014 WPA World 9-Ball Championship
61,Chang Yu-Lung,Albin Ouschan,7,11,62,2014-06-21,2014 WPA World 9-Ball Championship
62,Niels Feijen,Albin Ouschan,13,10,63,2014-06-21,2014 WPA World 9-Ball Championship
