,playerA,playerB,playerARacks,playerBRacks,matchIndex,date,competition
41,Jeffrey de Luna,Muhammad Zulfikiri,11,5,42,2013-09-02,2013 WPA World 9-Ball Championship
42,Darren Appleton,Thorsten Hohmann,5,11,43,2013-09-02,2013 WPA World 9-Ball Championship
43,John Morra,Dennis Orcollo,6,11,44,2013-09-02,2013 WPA World 9-Ball Championship
44,Chris Melling,Ramil Gallego,11,7,45,2013-09-02,2013 WPA World 9-Ball Championship
45,David Alcaide,Jalal Yousef,11,7,46,2013-09-02,2013 WPA World 9-Ball Championship
46,Carlo Biado,Shane Van Boening,11,10,47,2013-09-02,2013 WPA World 9-Ball Championship
47,Fabio Petroni,Marlon Manalo,11,7,48,2013-09-02,2013 WPA World 9-Ball Championship
48,Antonio Gabica,Ko Pin-yi,11,9,49,2013-09-02,2013 WPA World 9-Ball Championship
49,Nick van den Berg,Hsu Kai-lun,11,7,50,2013-09-02,2013 WPA World 9-Ball Championship
50,Karl Boyes,Lo Li-wen,11,10,51,2013-09-02,2013 WPA World 9-Ball Championship
51,Lee Van Corteza,Nikos Ekonomopoulos,9,11,52,2013-09-02,2013 WPA World 9-Ball Championship
52,Vilmos Földes,Jeffrey de Luna,8,11,53,2013-09-02,2013 WPA World 9-Ball Championship
53,Thorsten Hohmann,Dennis Orcollo,11,8,54,2013-09-02,2013 WPA World 9-Ball Championship
54,Chris Melling,David Alcaide,11,8,55,2013-09-02,2013 WPA World 9-Ball Championship
55,Carlo Biado,Fabio Petroni,11,10,56,2013-09-02,2013 WPA World 9-Ball Championship
56,Antonio Gabica,Nick van den Berg,11,10,57,2013-09-02,2013 WPA World 9-Ball Championship
57,Karl Boyes,Nikos Ekonomopoulos,11,8,58,2013-09-02,2013 WPA World 9-Ball Championship
58,Jeffrey de Luna,Thorsten Hohmann,7,11,59,2013-09-02,2013 WPA World 9-Ball Championship
59,Chris Melling,Carlo Biado,3,11,60,2013-09-02,2013 WPA World 9-Ball Championship
60,Antonio Gabica,Karl Boyes,11,6,61,2013-09-02,2013 WPA World 9-Ball Championship
61,Thorsten Hohmann,Carlo Biado,11,4,62,2013-09-02,2013 WPA World 9-Ball Championship
62,Antonio Gabica,Thorsten Hohmann,6,13,63,2013-09-02,2013 WPA World 9-Ball Championship
