,playerA,playerB,playerARacks,playerBRacks,matchIndex,date,competition
63,Mazin Berjawi,Wiktor Zieliński,3,9,64,2017-12-09,2017 WPA World 9-Ball Championship
64,Mario He,Tao Ying Duo,9,3,65,2017-12-09,2017 WPA World 9-Ball Championship
65,Dương Quốc Hoàng,Lo Li-wen,9,6,66,2017-12-09,2017 WPA World 9-Ball Championship
66,Martin Daigle,Mazin Berjawi,9,5,67,2017-12-09,2017 WPA World 9-Ball Championship
67,Wiktor Zieliński,Cheng Yu-hsuan,3,9,68,2017-12-09,2017 WPA World 9-Ball Championship
68,Mario He,Dương Quốc Hoàng,8,9,69,2017-12-09,2017 WPA World 9-Ball Championship
69,Martin Daigle,Cheng Yu-hsuan,9,7,70,2017-12-09,2017 WPA World 9-Ball Championship
70,Mohammadali Pordel,Nien Rong-chih,8,9,71,2017-12-09,2017 WPA World 9-Ball Championship
71,Fjodor Gorst,Hsieh Chia-chen,3,9,72,2017-12-09,2017 WPA World 9-Ball Championship
72,Abdulatif Alfawal,Mohammadali Pordel,5,9,73,2017-12-09,2017 WPA World 9-Ball Championship
73,Wang Can,Fjodor Gorst,7,9,74,2017-12-09,2017 WPA World 9-Ball Championship
74,Albin Ouschan,Abdulatif Alfawal,9,5,75,2017-12-09,2017 WPA World 9-Ball Championship
75,Hsieh Chia-chen,Mohammadali Pordel,9,5,76,2017-12-09,2017 WPA World 9-Ball Championship
76,Wang Can,Nien Rong-chih,5,9,77,2017-12-09,2017 WPA World 9-Ball Championship
77,Fjodor Gorst,Liu Haitao,5,9,78,2017-12-09,2017 WPA World 9-Ball Championship
78,Albin Ouschan,Hsieh Chia-chen,9,5,79,2017-12-09,2017 WPA World 9-Ball Championship
79,Nien Rong-chih,Liu Haitao,5,9,80,2017-12-09,2017 WPA World 9-Ball Championship
80,Ali al-Obaidly,Ruslan Tschinachow,5,9,81,2017-12-09,2017 WPA World 9-Ball Championship
81,Nguyễn Anh Tuấn,Ralf Souquet,9,7,82,2017-12-09,2017 WPA World 9-Ball Championship
82,Ali al-Obaidly,Ip Tung Pong,9,4,83,2017-12-09,2017 WPA World 9-Ball Championship
83,Ali Maghsoud,Nguyễn Anh Tuấn,6,9,84,2017-12-09,2017 WPA World 9-Ball Championship
84,Ralf Souquet,Ali al-Obaidly,9,2,85,2017-12-09,2017 WPA World 9-Ball Championship
85,Ip Tung Pong,Roman Hybler,2,9,86,2017-12-09,2017 WPA World 9-Ball Championship
86,Ali Maghsoud,Tomasz Kapłan,2,9,87,2017-12-09,2017 WPA World 9-Ball Championship
87,Nguyễn Anh Tuấn,Ruslan Tschinachow,8,9,88,2017-12-09,2017 WPA World 9-Ball Championship
88,Ralf Souquet,Roman Hybler,7,9,89,2017-12-09,2017 WPA World 9-Ball Championship
89,Tomasz Kapłan,Ruslan Tschinachow,9,8,90,2017-12-09,2017 WPA World 9-Ball Championship
90,Waleed Majid,Chu Bingjie,1,9,91,2017-12-09,2017 WPA World 9-Ball Championship
91,Hiroshi Takenaka,Sebastian Ludwig,9,8,92,2017-12-09,2017 WPA World 9-Ball Championship
92,Nadim Okbani,Waleed Majid,2,9,93,2017-12-09,2017 WPA World 9-Ball Championship
93,Hiroshi Takenaka,Mohammed Hassan,9,2,94,2017-12-09,2017 WPA World 9-Ball Championship
94,Alexander Kazakis,Nadim Okbani,9,2,95,2017-12-09,2017 WPA World 9-Ball Championship
95,Sebastian Ludwig,Waleed Majid,9,1,96,2017-12-09,2017 WPA World 9-Ball Championship
96,Hiroshi Takenaka,Chu Bingjie,2,9,97,2017-12-09,2017 WPA World 9-Ball Championship
97,Mohammed Hassan,Eklent Kaçi,2,9,98,2017-12-09,2017 WPA World 9-Ball Championship
98,Alexander Kazakis,Sebastian Ludwig,9,7,99,2017-12-09,2017 WPA World 9-Ball Championship
99,Chu Bingjie,Eklent Kaçi,6,9,100,2017-12-09,2017 WPA World 9-Ball Championship
100,Mhanaa al-Obaidly,Md al-Amin,0,9,101,2017-12-09,2017 WPA World 9-Ball Championship
101,Henrique Correia,David Alcaide,5,9,102,2017-12-09,2017 WPA World 9-Ball Championship
102,Mhanaa al-Obaidly,Hashim Ahusanu,9,4,103,2017-12-09,2017 WPA World 9-Ball Championship
103,Tōru Kuribayashi,Henrique Correia,8,9,104,2017-12-09,2017 WPA World 9-Ball Championship
104,David Alcaide,Mhanaa al-Obaidly,9,0,105,2017-12-09,2017 WPA World 9-Ball Championship
105,Hashim Ahusanu,Radosław Babica,2,9,106,2017-12-09,2017 WPA World 9-Ball Championship
106,Md al-Amin,Tōru Kuribayashi,9,8,107,2017-12-09,2017 WPA World 9-Ball Championship
107,Henrique Correia,Ko Ping-chung,5,9,108,2017-12-09,2017 WPA World 9-Ball Championship
108,David Alcaide,Radosław Babica,4,9,109,2017-12-09,2017 WPA World 9-Ball Championship
109,Md al-Amin,Ko Ping-chung,5,9,110,2017-12-09,2017 WPA World 9-Ball Championship
110,Xu Xiaocong,Denis Grabe,9,8,111,2017-12-09,2017 WPA World 9-Ball Championship
111,Samuel Santos,Richard Halliday,9,4,112,2017-12-09,2017 WPA World 9-Ball Championship
112,Xu Xiaocong,Kwon Hojun,9,2,113,2017-12-09,2017 WPA World 9-Ball Championship
113,Samuel Santos,Osama Anga,9,3,114,2017-12-09,2017 WPA World 9-Ball Championship
114,Carlo Biado,Xu Xiaocong,9,6,115,2017-12-09,2017 WPA World 9-Ball Championship
115,Kwon Hojun,Richard Halliday,8,9,116,2017-12-09,2017 WPA World 9-Ball Championship
116,Hayato Hijikata,Samuel Santos,9,5,117,2017-12-09,2017 WPA World 9-Ball Championship
117,Osama Anga,Denis Grabe,1,9,118,2017-12-09,2017 WPA World 9-Ball Championship
118,Carlo Biado,Richard Halliday,9,4,119,2017-12-09,2017 WPA World 9-Ball Championship
119,Hayato Hijikata,Denis Grabe,9,4,120,2017-12-09,2017 WPA World 9-Ball Championship
120,Li Si-yu,Abdulkhizar Hasanin,9,6,121,2017-12-09,2017 WPA World 9-Ball Championship
121,Thorsten Hohmann,Petri Makkonen,9,7,122,2017-12-09,2017 WPA World 9-Ball Championship
122,Li Si-yu,Abderrahmane Mebarki,9,0,123,2017-12-09,2017 WPA World 9-Ball Championship
123,Bashar Hussain,Thorsten Hohmann,6,9,124,2017-12-09,2017 WPA World 9-Ball Championship
124,Wu Kun-lin,Li Si-yu,9,7,125,2017-12-09,2017 WPA World 9-Ball Championship
125,Abderrahmane Mebarki,Petri Makkonen,3,9,126,2017-12-09,2017 WPA World 9-Ball Championship
126,Bashar Hussain,Abdulkhizar Hasanin,8,9,127,2017-12-09,2017 WPA World 9-Ball Championship
127,Pijus Labutis,Thorsten Hohmann,9,3,128,2017-12-09,2017 WPA World 9-Ball Championship
128,Wu Kun-lin,Petri Makkonen,9,7,129,2017-12-09,2017 WPA World 9-Ball Championship
129,Abdulkhizar Hasanin,Pijus Labutis,4,9,130,2017-12-09,2017 WPA World 9-Ball Championship
130,Daniel Tångudd,Wu Jiaqing,9,5,131,2017-12-09,2017 WPA World 9-Ball Championship
131,Ariel Casto,John Morra,5,9,132,2017-12-09,2017 WPA World 9-Ball Championship
132,Daniel Tångudd,Mohammed Alkhashawi,9,3,133,2017-12-09,2017 WPA World 9-Ball Championship
133,Ariel Casto,Yang Ching-shun,9,6,134,2017-12-09,2017 WPA World 9-Ball Championship
134,Naoyuki Ōi,Daniel Tångudd,9,3,135,2017-12-09,2017 WPA World 9-Ball Championship
135,Mohammed Alkhashawi,John Morra,4,9,136,2017-12-09,2017 WPA World 9-Ball Championship
136,Marco Teutscher,Ariel Casto,9,5,137,2017-12-09,2017 WPA World 9-Ball Championship
137,Yang Ching-shun,Wu Jiaqing,5,9,138,2017-12-09,2017 WPA World 9-Ball Championship
138,Naoyuki Ōi,John Morra,9,8,139,2017-12-09,2017 WPA World 9-Ball Championship
139,Marco Teutscher,Wu Jiaqing,9,2,140,2017-12-09,2017 WPA World 9-Ball Championship
140,Israel Rota,André Lackner,9,4,141,2017-12-09,2017 WPA World 9-Ball Championship
141,Abdullah al-Yousef,Konrad Juszczyszyn,9,3,142,2017-12-09,2017 WPA World 9-Ball Championship
142,Israel Rota,Jeremiah Naidoo,9,1,143,2017-12-09,2017 WPA World 9-Ball Championship
143,Abdullah al-Yousef,Meshaal al-Murdhi,9,8,144,2017-12-09,2017 WPA World 9-Ball Championship
144,Liu Cheng-chieh,Israel Rota,9,6,145,2017-12-09,2017 WPA World 9-Ball Championship
145,Jeremiah Naidoo,Konrad Juszczyszyn,5,9,146,2017-12-09,2017 WPA World 9-Ball Championship
146,Abdullah al-Yousef,Gerson Martínez,5,9,147,2017-12-09,2017 WPA World 9-Ball Championship
147,André Lackner,Meshaal al-Murdhi,9,6,148,2017-12-09,2017 WPA World 9-Ball Championship
148,Liu Cheng-chieh,Konrad Juszczyszyn,9,7,149,2017-12-09,2017 WPA World 9-Ball Championship
149,Gerson Martínez,André Lackner,9,8,150,2017-12-09,2017 WPA World 9-Ball Championship
150,Albin Ouschan,Abdullah al-Yousef,11,6,151,2017-12-09,2017 WPA World 9-Ball Championship
151,Samuel Santos,Ryu Seung-woo,10,11,152,2017-12-09,2017 WPA World 9-Ball Championship
152,Warren Kiamco,Kong Dejing,11,4,153,2017-12-09,2017 WPA World 9-Ball Championship
153,Hiroshi Takenaka,Wu Kun-lin,4,11,154,2017-12-09,2017 WPA World 9-Ball Championship
154,Alexander Kazakis,Bader al-Awadhi,8,11,155,2017-12-09,2017 WPA World 9-Ball Championship
155,Martin Daigle,Hsieh Chia-chen,8,11,156,2017-12-09,2017 WPA World 9-Ball Championship
156,Chang Yu-Lung,Mieszko Fortuński,11,8,157,2017-12-09,2017 WPA World 9-Ball Championship
157,Xu Xiaocong,Thorsten Hohmann,5,11,158,2017-12-09,2017 WPA World 9-Ball Championship
158,Carlo Biado,Daniel Tångudd,11,6,159,2017-12-09,2017 WPA World 9-Ball Championship
159,Tomasz Kapłan,Wojciech Szewczyk,11,9,160,2017-12-09,2017 WPA World 9-Ball Championship
160,Jeffrey Ignacio,Lo Ho Sum,11,4,161,2017-12-09,2017 WPA World 9-Ball Championship
161,Francisco Felicilda,Naoyuki Ōi,11,7,162,2017-12-09,2017 WPA World 9-Ball Championship
162,Francisco Sánchez,Gerson Martínez,11,6,163,2017-12-09,2017 WPA World 9-Ball Championship
163,Israel Rota,Liu Haitao,3,11,164,2017-12-09,2017 WPA World 9-Ball Championship
164,Radosław Babica,Li Si-yu,11,8,165,2017-12-09,2017 WPA World 9-Ball Championship
165,Pijus Labutis,Ko Ping-chung,10,11,166,2017-12-09,2017 WPA World 9-Ball Championship
166,Ko Pin-yi,Maximilian Lechner,11,3,167,2017-12-09,2017 WPA World 9-Ball Championship
167,Nien Rong-chih,Hayato Hijikata,11,10,168,2017-12-09,2017 WPA World 9-Ball Championship
168,Niels Feijen,Keng Kwang Chan,11,9,169,2017-12-09,2017 WPA World 9-Ball Championship
169,Md al-Amin,Roland Garcia,4,11,170,2017-12-09,2017 WPA World 9-Ball Championship
170,Ruslan Tschinachow,Jalal al-Sarisi,6,11,171,2017-12-09,2017 WPA World 9-Ball Championship
171,Dương Quốc Hoàng,Liu Cheng-chieh,11,10,172,2017-12-09,2017 WPA World 9-Ball Championship
172,Lo Li-wen,Nguyễn Anh Tuấn,11,7,173,2017-12-09,2017 WPA World 9-Ball Championship
173,Christian Sparrenlöv,Dang Jinhu,8,11,174,2017-12-09,2017 WPA World 9-Ball Championship
174,Jeffrey de Luna,Maxim Dudanez,11,7,175,2017-12-09,2017 WPA World 9-Ball Championship
175,Maung Maung,Chu Bingjie,11,8,176,2017-12-09,2017 WPA World 9-Ball Championship
176,Mateusz Śniegocki,Nick Malai,11,10,177,2017-12-09,2017 WPA World 9-Ball Championship
177,Ahmad Naiem,Joshua Filler,7,11,178,2017-12-09,2017 WPA World 9-Ball Championship
178,Eklent Kaçi,Roman Hybler,11,6,179,2017-12-09,2017 WPA World 9-Ball Championship
179,Wiktor Zieliński,David Alcaide,5,11,180,2017-12-09,2017 WPA World 9-Ball Championship
180,Konstantin Stepanow,Marco Teutscher,11,7,181,2017-12-09,2017 WPA World 9-Ball Championship
181,John Morra,Chang Jung-Lin,11,9,182,2017-12-09,2017 WPA World 9-Ball Championship
182,Albin Ouschan,Ryu Seung-woo,11,9,183,2017-12-09,2017 WPA World 9-Ball Championship
183,Warren Kiamco,Wu Kun-lin,8,11,184,2017-12-09,2017 WPA World 9-Ball Championship
184,Bader al-Awadhi,Hsieh Chia-chen,3,11,185,2017-12-09,2017 WPA World 9-Ball Championship
185,Chang Yu-Lung,Thorsten Hohmann,10,11,186,2017-12-09,2017 WPA World 9-Ball Championship
186,Carlo Biado,Tomasz Kapłan,11,8,187,2017-12-09,2017 WPA World 9-Ball Championship
187,Jeffrey Ignacio,Francisco Felicilda,11,9,188,2017-12-09,2017 WPA World 9-Ball Championship
188,Francisco Sánchez,Liu Haitao,10,11,189,2017-12-09,2017 WPA World 9-Ball Championship
189,Radosław Babica,Ko Ping-chung,9,11,190,2017-12-09,2017 WPA World 9-Ball Championship
190,Ko Pin-yi,Nien Rong-chih,11,4,191,2017-12-09,2017 WPA World 9-Ball Championship
191,Niels Feijen,Roland Garcia,7,11,192,2017-12-09,2017 WPA World 9-Ball Championship
192,Jalal al-Sarisi,Dương Quốc Hoàng,11,3,193,2017-12-09,2017 WPA World 9-Ball Championship
193,Lo Li-wen,Dang Jinhu,5,11,194,2017-12-09,2017 WPA World 9-Ball Championship
194,Jeffrey de Luna,Maung Maung,9,11,195,2017-12-09,2017 WPA World 9-Ball Championship
195,Mateusz Śniegocki,Joshua Filler,7,11,196,2017-12-09,2017 WPA World 9-Ball Championship
196,Eklent Kaçi,David Alcaide,11,4,197,2017-12-09,2017 WPA World 9-Ball Championship
197,Konstantin Stepanow,John Morra,9,11,198,2017-12-09,2017 WPA World 9-Ball Championship
198,Albin Ouschan,Wu Kun-lin,3,11,199,2017-12-09,2017 WPA World 9-Ball Championship
199,Hsieh Chia-chen,Thorsten Hohmann,11,7,200,2017-12-09,2017 WPA World 9-Ball Championship
200,Carlo Biado,Jeffrey Ignacio,11,7,201,2017-12-09,2017 WPA World 9-Ball Championship
201,Liu Haitao,Ko Ping-chung,11,10,202,2017-12-09,2017 WPA World 9-Ball Championship
202,Ko Pin-yi,Roland Garcia,8,11,203,2017-12-09,2017 WPA World 9-Ball Championship
203,Jalal al-Sarisi,Dang Jinhu,11,7,204,2017-12-09,2017 WPA World 9-Ball Championship
204,Maung Maung,Joshua Filler,11,6,205,2017-12-09,2017 WPA World 9-Ball Championship
205,Eklent Kaçi,John Morra,11,7,206,2017-12-09,2017 WPA World 9-Ball Championship
206,Wu Kun-lin,Hsieh Chia-chen,11,8,207,2017-12-09,2017 WPA World 9-Ball Championship
207,Roland Garcia,Jalal al-Sarisi,11,4,208,2017-12-09,2017 WPA World 9-Ball Championship
208,Maung Maung,Eklent Kaçi,7,11,209,2017-12-09,2017 WPA World 9-Ball Championship
209,Wu Kun-lin,Carlo Biado,6,11,210,2017-12-09,2017 WPA World 9-Ball Championship
210,Roland Garcia,Eklent Kaçi,11,6,211,2017-12-09,2017 WPA World 9-Ball Championship
211,Carlo Biado,Roland Garcia,13,5,212,2017-12-09,2017 WPA World 9-Ball Championship
