,playerA,playerB,playerARacks,playerBRacks,matchIndex,date,competition
92,Nadim Okbani,Hiroshi Takenaka,3,9,93,2016-06-30,2016 WPA World 9-Ball Championship
93,Mieszko Fortuński,Mika Immonen,9,4,94,2016-06-30,2016 WPA World 9-Ball Championship
94,Chu Bingjie,Nadim Okbani,9,3,95,2016-06-30,2016 WPA World 9-Ball Championship
95,Hiroshi Takenaka,Rubén Bautista,5,9,96,2016-06-30,2016 WPA World 9-Ball Championship
96,Hsieh Chia-chen,Mieszko Fortuński,9,7,97,2016-06-30,2016 WPA World 9-Ball Championship
97,Ali Maghsoud,Mika Immonen,9,8,98,2016-06-30,2016 WPA World 9-Ball Championship
98,Chu Bingjie,Rubén Bautista,9,1,99,2016-06-30,2016 WPA World 9-Ball Championship
99,Hsieh Chia-chen,Ali Maghsoud,9,5,100,2016-06-30,2016 WPA World 9-Ball Championship
100,Skyler Woodward,Wojciech Szewczyk,5,9,101,2016-06-30,2016 WPA World 9-Ball Championship
101,Ralf Souquet,Oliver Ortmann,9,7,102,2016-06-30,2016 WPA World 9-Ball Championship
102,Omran Salem,Skyler Woodward,3,9,103,2016-06-30,2016 WPA World 9-Ball Championship
103,Sayeem Hossain,Ralf Souquet,4,9,104,2016-06-30,2016 WPA World 9-Ball Championship
104,Warren Kiamco,Omran Salem,9,5,105,2016-06-30,2016 WPA World 9-Ball Championship
105,Oliver Ortmann,Skyler Woodward,9,5,106,2016-06-30,2016 WPA World 9-Ball Championship
106,Sayeem Hossain,Wojciech Szewczyk,2,9,107,2016-06-30,2016 WPA World 9-Ball Championship
107,Wu Kun-lin,Ralf Souquet,9,6,108,2016-06-30,2016 WPA World 9-Ball Championship
108,Warren Kiamco,Oliver Ortmann,9,7,109,2016-06-30,2016 WPA World 9-Ball Championship
109,Wojciech Szewczyk,Wu Kun-lin,3,9,110,2016-06-30,2016 WPA World 9-Ball Championship
110,Nick van den Berg,Muhammad Simanjuntak,4,9,111,2016-06-30,2016 WPA World 9-Ball Championship
111,Carlo Biado,Hayato Hijikata,9,8,112,2016-06-30,2016 WPA World 9-Ball Championship
112,Nick van den Berg,Abdulla al-Yousif,9,7,113,2016-06-30,2016 WPA World 9-Ball Championship
113,Fahad al-Jassas,Carlo Biado,1,9,114,2016-06-30,2016 WPA World 9-Ball Championship
114,Nick van den Berg,Hayato Hijikata,7,9,115,2016-06-30,2016 WPA World 9-Ball Championship
115,Abdulla al-Yousif,Francisco Díaz-Pizarro,7,9,116,2016-06-30,2016 WPA World 9-Ball Championship
116,Muhammad Simanjuntak,Fahad al-Jassas,9,7,117,2016-06-30,2016 WPA World 9-Ball Championship
117,Roman Hybler,Carlo Biado,9,6,118,2016-06-30,2016 WPA World 9-Ball Championship
118,Hayato Hijikata,Francisco Díaz-Pizarro,3,9,119,2016-06-30,2016 WPA World 9-Ball Championship
119,Muhammad Simanjuntak,Roman Hybler,6,9,120,2016-06-30,2016 WPA World 9-Ball Championship
120,Ali al-Obaidly,Óscar Domínguez,6,9,121,2016-06-30,2016 WPA World 9-Ball Championship
121,Mateusz Śniegocki,Ryu Seung-woo,9,5,122,2016-06-30,2016 WPA World 9-Ball Championship
122,Ali al-Obaidly,Manuel Chau,9,7,123,2016-06-30,2016 WPA World 9-Ball Championship
123,Mateusz Śniegocki,Tōru Kuribayashi,9,7,124,2016-06-30,2016 WPA World 9-Ball Championship
124,Wu Jiaqing,Ali al-Obaidly,9,3,125,2016-06-30,2016 WPA World 9-Ball Championship
125,Manuel Chau,Ryu Seung-woo,8,9,126,2016-06-30,2016 WPA World 9-Ball Championship
126,Óscar Domínguez,Mateusz Śniegocki,9,8,127,2016-06-30,2016 WPA World 9-Ball Championship
127,Tōru Kuribayashi,Denis Grabe,2,9,128,2016-06-30,2016 WPA World 9-Ball Championship
128,Wu Jiaqing,Ryu Seung-woo,9,5,129,2016-06-30,2016 WPA World 9-Ball Championship
129,Óscar Domínguez,Denis Grabe,4,9,130,2016-06-30,2016 WPA World 9-Ball Championship
130,Marco Teutscher,Yukio Akakariyama,1,9,131,2016-06-30,2016 WPA World 9-Ball Championship
131,Shane Van Boening,Francisco Felicilda,9,3,132,2016-06-30,2016 WPA World 9-Ball Championship
132,Mohammed Berjaui,Marco Teutscher,1,9,133,2016-06-30,2016 WPA World 9-Ball Championship
133,Ariel Casto,Shane Van Boening,2,9,134,2016-06-30,2016 WPA World 9-Ball Championship
134,Li Hewen,Mohammed Berjaui,9,4,135,2016-06-30,2016 WPA World 9-Ball Championship
135,Marco Teutscher,Francisco Felicilda,7,9,136,2016-06-30,2016 WPA World 9-Ball Championship
136,Lo Li-wen,Ariel Casto,9,3,137,2016-06-30,2016 WPA World 9-Ball Championship
137,Yukio Akakariyama,Shane Van Boening,9,5,138,2016-06-30,2016 WPA World 9-Ball Championship
138,Li Hewen,Francisco Felicilda,9,4,139,2016-06-30,2016 WPA World 9-Ball Championship
139,Lo Li-wen,Yukio Akakariyama,9,5,140,2016-06-30,2016 WPA World 9-Ball Championship
140,Salah al-Remawi,Rogelio Belleca Sotero,9,5,141,2016-06-30,2016 WPA World 9-Ball Championship
141,Chang Yu-Lung,Abdulla al-Shemmari,9,3,142,2016-06-30,2016 WPA World 9-Ball Championship
142,Salah al-Remawi,Hunter Lombardo,9,6,143,2016-06-30,2016 WPA World 9-Ball Championship
143,Do Hoang Quan,Chang Yu-Lung,2,9,144,2016-06-30,2016 WPA World 9-Ball Championship
144,Lee Vann Corteza,Salah al-Remawi,9,5,145,2016-06-30,2016 WPA World 9-Ball Championship
145,Abdulla al-Shemmari,Hunter Lombardo,9,4,146,2016-06-30,2016 WPA World 9-Ball Championship
146,Rogelio Belleca Sotero,Do Hoang Quan,9,6,147,2016-06-30,2016 WPA World 9-Ball Championship
147,Konstantin Stepanow,Chang Yu-Lung,9,8,148,2016-06-30,2016 WPA World 9-Ball Championship
148,Lee Vann Corteza,Abdulla al-Shemmari,9,7,149,2016-06-30,2016 WPA World 9-Ball Championship
149,Rogelio Belleca Sotero,Konstantin Stepanow,6,9,150,2016-06-30,2016 WPA World 9-Ball Championship
150,Joshua Filler,Cheng Yu-hsuan,3,9,151,2016-06-30,2016 WPA World 9-Ball Championship
151,Ahmed M. Salah,Bashar Hussain,9,5,152,2016-06-30,2016 WPA World 9-Ball Championship
152,Abder Rehman Mebarki,Joshua Filler,0,9,153,2016-06-30,2016 WPA World 9-Ball Championship
153,Ahmed M. Salah,Himanshu Jain,9,6,154,2016-06-30,2016 WPA World 9-Ball Championship
154,Bashar Hussain,Abder Rehman Mebarki,9,6,155,2016-06-30,2016 WPA World 9-Ball Championship
155,Dang Jinhu,Joshua Filler,9,8,156,2016-06-30,2016 WPA World 9-Ball Championship
156,Han Haoxiang,Ahmed M. Salah,9,8,157,2016-06-30,2016 WPA World 9-Ball Championship
157,Himanshu Jain,Cheng Yu-hsuan,3,9,158,2016-06-30,2016 WPA World 9-Ball Championship
158,Bashar Hussain,Dang Jinhu,3,9,159,2016-06-30,2016 WPA World 9-Ball Championship
159,Han Haoxiang,Cheng Yu-hsuan,9,3,160,2016-06-30,2016 WPA World 9-Ball Championship
160,Ko Pin-yi,Jayson Shaw,5,11,161,2016-06-30,2016 WPA World 9-Ball Championship
161,Thorsten Hohmann,Dennis Orcollo,8,11,162,2016-06-30,2016 WPA World 9-Ball Championship
162,Chang Jung-Lin,Satoshi Kawabata,11,7,163,2016-06-30,2016 WPA World 9-Ball Championship
163,Johann Chua,Artem Koshovyi,9,11,164,2016-06-30,2016 WPA World 9-Ball Championship
164,Chu Hong-ming,Ralf Souquet,3,11,165,2016-06-30,2016 WPA World 9-Ball Championship
165,Ruslan Tschinachow,Mario He,9,11,166,2016-06-30,2016 WPA World 9-Ball Championship
166,Francisco Sánchez,Hamzaa Saeed Ali,11,8,167,2016-06-30,2016 WPA World 9-Ball Championship
167,Albin Ouschan,Jeffrey Ignacio,11,7,168,2016-06-30,2016 WPA World 9-Ball Championship
168,Zhou Long,Chang Yu-Lung,11,7,169,2016-06-30,2016 WPA World 9-Ball Championship
169,Alex Pagulayan,Irsal Nasution,11,8,170,2016-06-30,2016 WPA World 9-Ball Championship
170,Karl Boyes,Muhammad Simanjuntak,7,11,171,2016-06-30,2016 WPA World 9-Ball Championship
171,Toh Lian Han,MD Almin,11,6,172,2016-06-30,2016 WPA World 9-Ball Championship
172,Ramil Gallego,Carlo Biado,5,11,173,2016-06-30,2016 WPA World 9-Ball Championship
173,David Alcaide,Jeong Young-hwa,9,11,174,2016-06-30,2016 WPA World 9-Ball Championship
174,Nikos Ekonomopoulos,Jeff de Luna,11,7,175,2016-06-30,2016 WPA World 9-Ball Championship
175,Ko Ping-chung,Wojciech Szewczyk,11,9,176,2016-06-30,2016 WPA World 9-Ball Championship
176,Liu Haitao,Yukio Akakariyama,11,4,177,2016-06-30,2016 WPA World 9-Ball Championship
177,Alexander Kazakis,Óscar Domínguez,11,4,178,2016-06-30,2016 WPA World 9-Ball Championship
178,Chu Bingjie,Ahmed M. Salah,11,3,179,2016-06-30,2016 WPA World 9-Ball Championship
179,Hsieh Chia-chen,Karol Skowerski,7,11,180,2016-06-30,2016 WPA World 9-Ball Championship
180,Warren Kiamco,Shane Van Boening,7,11,181,2016-06-30,2016 WPA World 9-Ball Championship
181,Wu Kun-lin,Abdul Rahman al-Amar,11,10,182,2016-06-30,2016 WPA World 9-Ball Championship
182,Francisco Díaz-Pizarro,Omar al-Shaheen,9,11,183,2016-06-30,2016 WPA World 9-Ball Championship
183,Roman Hybler,Salah al-Remawi,5,11,184,2016-06-30,2016 WPA World 9-Ball Championship
184,Wu Jiaqing,Niels Feijen,11,9,185,2016-06-30,2016 WPA World 9-Ball Championship
185,Denis Grabe,Mieszko Fortuński,11,3,186,2016-06-30,2016 WPA World 9-Ball Championship
186,Li Hewen,Daryl Peach,7,11,187,2016-06-30,2016 WPA World 9-Ball Championship
187,Lo Li-wen,Yang Ching-shun,11,10,188,2016-06-30,2016 WPA World 9-Ball Championship
188,Lee Van Corteza,Cheng Yu-hsuan,10,11,189,2016-06-30,2016 WPA World 9-Ball Championship
189,Konstantin Stepanow,Mateusz Śniegocki,11,8,190,2016-06-30,2016 WPA World 9-Ball Championship
190,Dang Jinhu,Roberto Gomez,11,7,191,2016-06-30,2016 WPA World 9-Ball Championship
191,Han Haoxiang,Ali Maghsoud,11,7,192,2016-06-30,2016 WPA World 9-Ball Championship
192,Jayson Shaw,Dennis Orcollo,11,6,193,2016-06-30,2016 WPA World 9-Ball Championship
193,Chang Jung-Lin,Artem Koshovyi,7,11,194,2016-06-30,2016 WPA World 9-Ball Championship
194,Ralf Souquet,Mario He,10,11,195,2016-06-30,2016 WPA World 9-Ball Championship
195,Francisco Sánchez,Albin Ouschan,6,11,196,2016-06-30,2016 WPA World 9-Ball Championship
196,Zhou Long,Alex Pagulayan,8,11,197,2016-06-30,2016 WPA World 9-Ball Championship
197,M. Simanjuntak,Toh Lian Han,11,10,198,2016-06-30,2016 WPA World 9-Ball Championship
198,Carlo Biado,Jeong Young-hwa,11,4,199,2016-06-30,2016 WPA World 9-Ball Championship
199,Nikos Ekonomopoulos,Ko Ping-chung,6,11,200,2016-06-30,2016 WPA World 9-Ball Championship
200,Liu Haitao,Alexander Kazakis,6,11,201,2016-06-30,2016 WPA World 9-Ball Championship
201,Chu Bingjie,Karol Skowerski,11,3,202,2016-06-30,2016 WPA World 9-Ball Championship
202,Shane Van Boening,Wu Kun-lin,11,5,203,2016-06-30,2016 WPA World 9-Ball Championship
203,Omar al-Shaheen,Salah al-Remawi,11,4,204,2016-06-30,2016 WPA World 9-Ball Championship
204,Wu Jiaqing,Denis Grabe,7,11,205,2016-06-30,2016 WPA World 9-Ball Championship
205,Daryl Peach,Lo Li-wen,11,5,206,2016-06-30,2016 WPA World 9-Ball Championship
206,Cheng Yu-hsuan,Konstantin Stepanow,11,8,207,2016-06-30,2016 WPA World 9-Ball Championship
207,Dang Jinhu,Han Haoxiang,11,7,208,2016-06-30,2016 WPA World 9-Ball Championship
208,Jayson Shaw,Artem Koshovyi,11,10,209,2016-06-30,2016 WPA World 9-Ball Championship
209,Mario He,Albin Ouschan,9,11,210,2016-06-30,2016 WPA World 9-Ball Championship
210,Alex Pagulayan,M. Simanjuntak,11,7,211,2016-06-30,2016 WPA World 9-Ball Championship
211,Carlo Biado,Ko Ping-chung,9,11,212,2016-06-30,2016 WPA World 9-Ball Championship
212,Alexander Kazakis,Chu Bingjie,11,7,213,2016-06-30,2016 WPA World 9-Ball Championship
213,Shane Van Boening,Omar al-Shaheen,11,5,214,2016-06-30,2016 WPA World 9-Ball Championship
214,Denis Grabe,Daryl Peach,11,6,215,2016-06-30,2016 WPA World 9-Ball Championship
215,Cheng Yu-hsuan,Dang Jinhu,11,8,216,2016-06-30,2016 WPA World 9-Ball Championship
216,Jayson Shaw,Albin Ouschan,7,11,217,2016-06-30,2016 WPA World 9-Ball Championship
217,Alex Pagulayan,Ko Ping-chung,11,10,218,2016-06-30,2016 WPA World 9-Ball Championship
218,Alexander Kazakis,Shane Van Boening,9,11,219,2016-06-30,2016 WPA World 9-Ball Championship
219,Denis Grabe,Cheng Yu-hsuan,3,11,220,2016-06-30,2016 WPA World 9-Ball Championship
220,Albin Ouschan,Alex Pagulayan,11,4,221,2016-06-30,2016 WPA World 9-Ball Championship
221,Shane Van Boening,Cheng Yu-hsuan,11,9,222,2016-06-30,2016 WPA World 9-Ball Championship
222,Albin Ouschan,Shane Van Boening,13,6,223,2016-06-30,2016 WPA World 9-Ball Championship
