,date,playerA,playerARacks,playerB,playerBRacks,competition,matchIndex
258,2020-02-21 09:00:00,Fedor Gorst,9,Ronald Regli,4,2020 EuroTour Treviso,259
259,2020-02-21 09:00:00,Arjan Matrizi,8,Radoslaw Babica,9,2020 EuroTour Treviso,260
260,2020-02-21 10:30:00,David Alcaide,9,Osman Sanlisoy,5,2020 EuroTour Treviso,261
261,2020-02-21 10:30:00,Jeppe Thyde,7,Quinten Pongers,9,2020 EuroTour Treviso,262
262,2020-02-21 09:00:00,Eklent Kaci,9,Manuel Pereira,1,2020 EuroTour Treviso,263
263,2020-02-21 10:30:00,Nikos Ekonomopoulos,9,Nick Malai,8,2020 EuroTour Treviso,264
264,2020-02-21 10:30:00,Maksim Dudanets,6,Elliott Sanderson,9,2020 EuroTour Treviso,265
265,2020-02-21 10:30:00,Karol Skowerski,9,Thomasz Kaplan,6,2020 EuroTour Treviso,266
266,2020-02-21 09:00:00,Alexander Kazakis,7,Jayson Shaw,9,2020 EuroTour Treviso,267
267,2020-02-21 10:30:00,Andreas Madsen,8,Wojciech Szewczyk,9,2020 EuroTour Treviso,268
268,2020-02-21 10:30:00,Wiktor Zielinski,9,Piotr Likowski,4,2020 EuroTour Treviso,269
269,2020-02-21 10:30:00,Gianmarco Tonini,6,Maximillian Lechner,9,2020 EuroTour Treviso,270
270,2020-02-21 09:00:00,Konrad Juszczyszyn,9,Dimitri Jungo,5,2020 EuroTour Treviso,271
271,2020-02-21 10:30:00,Marcel Price,7,Mickey Krause,9,2020 EuroTour Treviso,272
272,2020-02-21 10:30:00,Mario He,9,Mihai Robert Braga,2,2020 EuroTour Treviso,273
273,2020-02-21 10:30:00,Konstantinos Koukiadakis,5,Aleksa Pecelj,9,2020 EuroTour Treviso,274
274,2020-02-21 09:00:00,Denis Grabe,6,Jose Alberto Delgado,9,2020 EuroTour Treviso,275
275,2020-02-21 10:30:00,Wilhelm Georg,2,Tim DeRuyter,9,2020 EuroTour Treviso,276
276,2020-02-21 10:30:00,Jakub Koniar,3,Marco Dorenburg,9,2020 EuroTour Treviso,277
277,2020-02-21 10:30:00,Yannick Pongers,2,Mark Gray,9,2020 EuroTour Treviso,278
278,2020-02-21 10:30:00,Adrian Weiss,3,Niklas Dohr,9,2020 EuroTour Treviso,279
279,2020-02-21 12:00:00,Thorsten Hohmann,9,Francesco Candela,4,2020 EuroTour Treviso,280
280,2020-02-21 12:00:00,Ole Kristian Rudshavn,5,Ivan Nunez,9,2020 EuroTour Treviso,281
281,2020-02-21 13:30:00,Jan Rempe,9,Sergio Lagunas,8,2020 EuroTour Treviso,282
282,2020-02-21 12:00:00,Fabio Rizzi,9,Mauro Castriota,6,2020 EuroTour Treviso,283
283,2020-02-21 12:00:00,Mihkel Rehepap,9,Stefan Sprangers,5,2020 EuroTour Treviso,284
284,2020-02-21 12:00:00,Daniel Konrad,2,Sebastian Batkowski,9,2020 EuroTour Treviso,285
285,2020-02-21 13:30:00,Attila Bezdan,9,Piotr Ostrowski,8,2020 EuroTour Treviso,286
286,2020-02-21 12:00:00,Marc Bijsterbosch,4,Christian Froehlich,9,2020 EuroTour Treviso,287
287,2020-02-21 12:00:00,Andrea Cianciaruso,3,Francisco Diaz-Pizarro,9,2020 EuroTour Treviso,288
288,2020-02-21 12:00:00,Giovanni DiMartino,8,Jannik Putsche,9,2020 EuroTour Treviso,289
289,2020-02-21 13:30:00,Imran Majid,3,Ruslan Chinahov,9,2020 EuroTour Treviso,290
290,2020-02-21 12:00:00,Damianos Giallourakis,2,Darren Appleton,9,2020 EuroTour Treviso,291
291,2020-02-21 12:00:00,Pedro Teixera,9,Viacheslav Skvortsov,6,2020 EuroTour Treviso,292
292,2020-02-21 12:00:00,Alex Montpellier,9,Andrey Seroshtan,8,2020 EuroTour Treviso,293
293,2020-02-21 13:30:00,Marharyta Fefilava,9,Daniel Resch,8,2020 EuroTour Treviso,294
294,2020-02-21 12:00:00,Pijus Labutis,5,Lars Kuckherm,9,2020 EuroTour Treviso,295
295,2020-02-21 12:00:00,Wojciech Sroczynski,7,Zoran Svilar,9,2020 EuroTour Treviso,296
296,2020-02-21 12:00:00,Mats Schjetne,9,Giuseppe Iacobucci,3,2020 EuroTour Treviso,297
297,2020-02-21 13:30:00,Moritz Lauwereyns,6,Georgi Georgiev,9,2020 EuroTour Treviso,298
298,2020-02-21 12:00:00,Francisco Gatsby,5,George Antonakis,9,2020 EuroTour Treviso,299
299,2020-02-21 12:00:00,Babken Melkonyan,7,Ramazan Akdag,9,2020 EuroTour Treviso,300
300,2020-02-21 12:00:00,Adam Stankiewicz,1,Thomas Poschl,9,2020 EuroTour Treviso,301
301,2020-02-21 13:30:00,Nico Sallmayer,9,Bora Anar,5,2020 EuroTour Treviso,302
302,2020-02-21 12:00:00,Francisco SanchezRuiz,9,Jan VanLierop,7,2020 EuroTour Treviso,303
303,2020-02-21 12:00:00,Casper Matikainen,9,Thomas Knittel,4,2020 EuroTour Treviso,304
304,2020-02-21 13:30:00,Miquel Silva,9,Benji Buckley,4,2020 EuroTour Treviso,305
305,2020-02-21 13:30:00,Pepijn DeWit,9,Riccardo Sini,3,2020 EuroTour Treviso,306
306,2020-02-21 12:00:00,Daniele Corrieri,9,Emil-Andre Gangflot,3,2020 EuroTour Treviso,307
307,2020-02-21 12:00:00,Fabio Petroni,9,Vasileios Zoidis,5,2020 EuroTour Treviso,308
308,2020-02-21 13:30:00,Miesko Fortunski,9,Ole-Tobias Gangflot,5,2020 EuroTour Treviso,309
309,2020-02-21 13:30:00,Vitaliy Patsura,9,Daniel Maciol,8,2020 EuroTour Treviso,310
310,2020-02-21 13:30:00,Niklas Dohr,4,Niels Feijen,9,2020 EuroTour Treviso,311
311,2020-02-21 13:30:00,Thorsten Hohmann,9,Henrique Correia,5,2020 EuroTour Treviso,312
312,2020-02-21 15:00:00,Ivan Nunez,3,Oliver Szolnoki,9,2020 EuroTour Treviso,313
313,2020-02-21 15:00:00,Jan Rempe,9,Ivar Saris,8,2020 EuroTour Treviso,314
314,2020-02-21 13:30:00,Fabio Rizzi,9,Gerasimos Trivizas,6,2020 EuroTour Treviso,315
315,2020-02-21 13:30:00,Mihkel Rehepap,9,Jonas Souto,8,2020 EuroTour Treviso,316
316,2020-02-21 15:00:00,Sebastian Batkowski,9,Mario Valchev,3,2020 EuroTour Treviso,317
317,2020-02-21 15:00:00,Attila Bezdan,9,Vladimir Matvienko,7,2020 EuroTour Treviso,318
318,2020-02-21 13:30:00,Christian Froehlich,9,Mustafa Alnar,8,2020 EuroTour Treviso,319
319,2020-02-21 13:30:00,Francisco Diaz-Pizarro,3,Jani Siekkinen,9,2020 EuroTour Treviso,320
320,2020-02-21 15:00:00,Jannik Putsche,3,Davy Piergiovanni,9,2020 EuroTour Treviso,321
321,2020-02-21 15:00:00,Ruslan Chinahov,9,Yvonne Ullmann-Hybler,1,2020 EuroTour Treviso,322
322,2020-02-21 13:30:00,Darren Appleton,9,Arjan Matrizi,5,2020 EuroTour Treviso,323
323,2020-02-21 15:00:00,Pedro Teixera,2,Ronald Regli,9,2020 EuroTour Treviso,324
324,2020-02-21 15:00:00,Alex Montpellier,7,Jeppe Thyde,9,2020 EuroTour Treviso,325
325,2020-02-21 15:00:00,Marharyta Fefilava,9,Osman Sanlisoy,5,2020 EuroTour Treviso,326
326,2020-02-21 13:30:00,Lars Kuckherm,7,Nick Malai,9,2020 EuroTour Treviso,327
327,2020-02-21 15:00:00,Zoran Svilar,9,Manuel Pereira,5,2020 EuroTour Treviso,328
328,2020-02-21 15:00:00,Mats Schjetne,6,Thomasz Kaplan,9,2020 EuroTour Treviso,329
329,2020-02-21 15:00:00,Georgi Georgiev,9,Maksim Dudanets,7,2020 EuroTour Treviso,330
330,2020-02-21 13:30:00,George Antonakis,9,Andreas Madsen,7,2020 EuroTour Treviso,331
331,2020-02-21 15:00:00,Ramazan Akdag,7,Alexander Kazakis,9,2020 EuroTour Treviso,332
332,2020-02-21 15:00:00,Thomas Poschl,6,Gianmarco Tonini,9,2020 EuroTour Treviso,333
333,2020-02-21 15:00:00,Nico Sallmayer,9,Piotr Likowski,5,2020 EuroTour Treviso,334
334,2020-02-21 13:30:00,Francisco SanchezRuiz,9,Marcel Price,8,2020 EuroTour Treviso,335
335,2020-02-21 15:00:00,Casper Matikainen,9,Dimitri Jungo,6,2020 EuroTour Treviso,336
336,2020-02-21 15:00:00,Miquel Silva,9,Konstantinos Koukiadakis,3,2020 EuroTour Treviso,337
337,2020-02-21 15:00:00,Pepijn DeWit,9,Mihai Robert Braga,0,2020 EuroTour Treviso,338
338,2020-02-21 13:30:00,Daniele Corrieri,9,Wilhelm Georg,3,2020 EuroTour Treviso,339
339,2020-02-21 15:00:00,Fabio Petroni,9,Denis Grabe,5,2020 EuroTour Treviso,340
340,2020-02-21 15:00:00,Miesko Fortunski,9,Yannick Pongers,6,2020 EuroTour Treviso,341
341,2020-02-21 15:00:00,Vitaliy Patsura,9,Jakub Koniar,4,2020 EuroTour Treviso,342
342,2020-02-21 16:30:00,Niels Feijen,9,Thorsten Hohmann,7,2020 EuroTour Treviso,343
343,2020-02-21 18:00:00,Oliver Szolnoki,9,Jan Rempe,6,2020 EuroTour Treviso,344
344,2020-02-21 16:30:00,Fabio Rizzi,9,Mihkel Rehepap,1,2020 EuroTour Treviso,345
345,2020-02-21 18:00:00,Sebastian Batkowski,7,Attila Bezdan,9,2020 EuroTour Treviso,346
346,2020-02-21 16:30:00,Christian Froehlich,7,Jani Siekkinen,9,2020 EuroTour Treviso,347
347,2020-02-21 18:00:00,Davy Piergiovanni,3,Ruslan Chinahov,9,2020 EuroTour Treviso,348
348,2020-02-21 16:30:00,Darren Appleton,6,Ronald Regli,9,2020 EuroTour Treviso,349
349,2020-02-21 18:00:00,Jeppe Thyde,8,Marharyta Fefilava,9,2020 EuroTour Treviso,350
350,2020-02-21 16:30:00,Nick Malai,9,Zoran Svilar,7,2020 EuroTour Treviso,351
351,2020-02-21 18:00:00,Thomasz Kaplan,9,Georgi Georgiev,4,2020 EuroTour Treviso,352
352,2020-02-21 18:00:00,George Antonakis,2,Alexander Kazakis,9,2020 EuroTour Treviso,353
353,2020-02-21 18:00:00,Gianmarco Tonini,9,Nico Sallmayer,5,2020 EuroTour Treviso,354
354,2020-02-21 18:00:00,Francisco SanchezRuiz,9,Casper Matikainen,6,2020 EuroTour Treviso,355
355,2020-02-21 18:00:00,Miquel Silva,6,Pepijn DeWit,9,2020 EuroTour Treviso,356
356,2020-02-21 18:00:00,Daniele Corrieri,5,Fabio Petroni,9,2020 EuroTour Treviso,357
357,2020-02-21 18:00:00,Miesko Fortunski,9,Vitaliy Patsura,5,2020 EuroTour Treviso,358
358,2020-02-21 16:30:00,Joshua Filler,9,Petri Makkonen,5,2020 EuroTour Treviso,359
359,2020-02-21 16:30:00,Tobias Bongers,9,Jani Uski,3,2020 EuroTour Treviso,360
360,2020-02-21 16:30:00,Mateusz Sniegocki,7,Sanjin Pehlivanovic,9,2020 EuroTour Treviso,361
361,2020-02-21 16:30:00,Roman Hybler,3,Ralf Souquet,9,2020 EuroTour Treviso,362
362,2020-02-21 16:30:00,Jere Virtaranta,9,Dimitris Loukatos,7,2020 EuroTour Treviso,363
363,2020-02-21 16:30:00,Albin Ouschan,9,Sergey Lutsker,1,2020 EuroTour Treviso,364
364,2020-02-21 16:30:00,Fedor Gorst,6,Radoslaw Babica,9,2020 EuroTour Treviso,365
365,2020-02-21 16:30:00,David Alcaide,9,Quinten Pongers,2,2020 EuroTour Treviso,366
366,2020-02-21 16:30:00,Eklent Kaci,9,Nikos Ekonomopoulos,6,2020 EuroTour Treviso,367
367,2020-02-21 16:30:00,Elliott Sanderson,6,Karol Skowerski,9,2020 EuroTour Treviso,368
368,2020-02-21 16:30:00,Jayson Shaw,5,Wojciech Szewczyk,9,2020 EuroTour Treviso,369
369,2020-02-21 16:30:00,Wiktor Zielinski,6,Maximillian Lechner,9,2020 EuroTour Treviso,370
370,2020-02-21 16:30:00,Konrad Juszczyszyn,8,Mickey Krause,9,2020 EuroTour Treviso,371
371,2020-02-21 16:30:00,Mario He,9,Aleksa Pecelj,6,2020 EuroTour Treviso,372
372,2020-02-21 16:30:00,Jose Alberto Delgado,3,Tim DeRuyter,9,2020 EuroTour Treviso,373
373,2020-02-21 16:30:00,Marco Dorenburg,9,Mark Gray,8,2020 EuroTour Treviso,374
374,2020-02-21 18:00:00,Niels Feijen,6,Petri Makkonen,9,2020 EuroTour Treviso,375
375,2020-02-21 19:30:00,Oliver Szolnoki,7,Jani Uski,9,2020 EuroTour Treviso,376
376,2020-02-21 18:00:00,Fabio Rizzi,3,Mateusz Sniegocki,9,2020 EuroTour Treviso,377
377,2020-02-21 19:30:00,Attila Bezdan,5,Roman Hybler,9,2020 EuroTour Treviso,378
378,2020-02-21 18:00:00,Jani Siekkinen,7,Dimitris Loukatos,9,2020 EuroTour Treviso,379
379,2020-02-21 19:30:00,Ruslan Chinahov,8,Sergey Lutsker,9,2020 EuroTour Treviso,380
380,2020-02-21 18:00:00,Ronald Regli,5,Fedor Gorst,9,2020 EuroTour Treviso,381
381,2020-02-21 19:30:00,Marharyta Fefilava,9,Quinten Pongers,4,2020 EuroTour Treviso,382
382,2020-02-21 18:00:00,Nick Malai,9,Nikos Ekonomopoulos,3,2020 EuroTour Treviso,383
383,2020-02-21 19:30:00,Thomasz Kaplan,9,Elliott Sanderson,4,2020 EuroTour Treviso,384
384,2020-02-21 19:30:00,Alexander Kazakis,8,Jayson Shaw,9,2020 EuroTour Treviso,385
385,2020-02-21 19:30:00,Gianmarco Tonini,3,Wiktor Zielinski,9,2020 EuroTour Treviso,386
386,2020-02-21 19:30:00,Francisco SanchezRuiz,9,Konrad Juszczyszyn,3,2020 EuroTour Treviso,387
387,2020-02-21 19:30:00,Pepijn DeWit,9,Aleksa Pecelj,7,2020 EuroTour Treviso,388
388,2020-02-21 19:30:00,Fabio Petroni,9,Jose Alberto Delgado,2,2020 EuroTour Treviso,389
389,2020-02-21 19:30:00,Miesko Fortunski,9,Mark Gray,6,2020 EuroTour Treviso,390
390,2020-02-21 21:30:00,Joshua Filler,8,Fedor Gorst,9,2020 EuroTour Treviso,391
391,2020-02-21 21:30:00,Tobias Bongers,9,Pepijn DeWit,2,2020 EuroTour Treviso,392
392,2020-02-21 21:30:00,Sanjin Pehlivanovic,8,Roman Hybler,9,2020 EuroTour Treviso,393
393,2020-02-21 21:30:00,Ralf Souquet,3,Francisco SanchezRuiz,9,2020 EuroTour Treviso,394
394,2020-02-21 21:30:00,Jere Virtaranta,2,Jani Uski,9,2020 EuroTour Treviso,395
395,2020-02-21 21:30:00,Albin Ouschan,8,Jayson Shaw,9,2020 EuroTour Treviso,396
396,2020-02-21 21:30:00,Radoslaw Babica,5,Thomasz Kaplan,9,2020 EuroTour Treviso,397
397,2020-02-21 21:30:00,David Alcaide,8,Petri Makkonen,9,2020 EuroTour Treviso,398
398,2020-02-21 21:30:00,Eklent Kaci,9,Sergey Lutsker,6,2020 EuroTour Treviso,399
399,2020-02-21 21:30:00,Karol Skowerski,9,Dimitris Loukatos,2,2020 EuroTour Treviso,400
400,2020-02-21 21:30:00,Wojciech Szewczyk,1,Miesko Fortunski,9,2020 EuroTour Treviso,401
401,2020-02-21 21:30:00,Maximillian Lechner,9,Nick Malai,6,2020 EuroTour Treviso,402
402,2020-02-21 21:30:00,Mickey Krause,9,Marharyta Fefilava,7,2020 EuroTour Treviso,403
403,2020-02-21 21:30:00,Mario He,9,Fabio Petroni,7,2020 EuroTour Treviso,404
404,2020-02-21 21:30:00,Tim DeRuyter,9,Wiktor Zielinski,7,2020 EuroTour Treviso,405
405,2020-02-21 21:30:00,Marco Dorenburg,5,Mateusz Sniegocki,9,2020 EuroTour Treviso,406
406,2020-02-22 10:00:00,Fedor Gorst,9,Tobias Bongers,7,2020 EuroTour Treviso,407
407,2020-02-22 10:00:00,Roman Hybler,2,Francisco SanchezRuiz,9,2020 EuroTour Treviso,408
408,2020-02-22 10:00:00,Jani Uski,8,Jayson Shaw,9,2020 EuroTour Treviso,409
409,2020-02-22 10:00:00,Thomasz Kaplan,9,Petri Makkonen,7,2020 EuroTour Treviso,410
410,2020-02-22 10:00:00,Eklent Kaci,9,Karol Skowerski,6,2020 EuroTour Treviso,411
411,2020-02-22 10:00:00,Miesko Fortunski,8,Maximillian Lechner,9,2020 EuroTour Treviso,412
412,2020-02-22 10:00:00,Mickey Krause,9,Mario He,7,2020 EuroTour Treviso,413
413,2020-02-22 10:00:00,Tim DeRuyter,7,Mateusz Sniegocki,9,2020 EuroTour Treviso,414
414,2020-02-22 12:00:00,Fedor Gorst,9,Francisco SanchezRuiz,5,2020 EuroTour Treviso,415
415,2020-02-22 12:00:00,Jayson Shaw,9,Thomasz Kaplan,4,2020 EuroTour Treviso,416
416,2020-02-22 12:00:00,Eklent Kaci,9,Maximillian Lechner,0,2020 EuroTour Treviso,417
417,2020-02-22 12:00:00,Mickey Krause,4,Mateusz Sniegocki,9,2020 EuroTour Treviso,418
418,2020-02-22 14:00:00,Fedor Gorst,3,Jayson Shaw,9,2020 EuroTour Treviso,419
419,2020-02-22 15:30:00,Eklent Kaci,9,Mateusz Sniegocki,6,2020 EuroTour Treviso,420
420,2020-02-22 17:30:00,Jayson Shaw,9,Eklent Kaci,8,2020 EuroTour Treviso,421
421,2019-02-17 00:00:00,Alex Montpellier,3,Fedor Gorst,9,2019 Leende Open,1
422,2019-02-17 00:00:00,Gorgi Georgiev,6,Ralf Souquet,9,2019 Leende Open,2
423,2019-02-17 00:00:00,Wiktor Zieliński,9,Luca Nicoletti,1,2019 Leende Open,3
424,2019-02-17 00:00:00,Daniel Maciol,9,Besar Spahiu,4,2019 Leende Open,4
425,2019-02-17 00:00:00,Imran Majid,9,Hubert Lopotko,6,2019 Leende Open,5
426,2019-02-17 00:00:00,Attila Bezdan,4,Francisco Sánchez Ruíz,9,2019 Leende Open,6
427,2019-02-17 00:00:00,Ruslan Chinachov,9,Stanimir Ruslanov,2,2019 Leende Open,7
428,2019-02-17 00:00:00,Sanjin Pehlivanovic,1,Niels Feijen,9,2019 Leende Open,8
429,2019-02-17 00:00:00,Joshua Filler,9,Konstantinos Koukiadakis,3,2019 Leende Open,9
430,2019-02-17 00:00:00,Wojciech Szewczyk,9,Mats Schjetne,4,2019 Leende Open,10
431,2019-02-17 00:00:00,Mark Gray,9,Tomasz Kapłan,7,2019 Leende Open,11
432,2019-02-17 00:00:00,Damianos Giallourakis,9,Oliver Ortmann,7,2019 Leende Open,12
433,2019-02-17 00:00:00,Maximilian Lechner,9,Tobias Bongers,6,2019 Leende Open,13
434,2019-02-17 00:00:00,Marek Kudlik,9,Marc Bijsterbosch,7,2019 Leende Open,14
435,2019-02-17 00:00:00,Jani Uski,6,Dimitris Loukatos,9,2019 Leende Open,15
436,2019-02-17 00:00:00,Kim Laaksonen,6,Albin Ouschan,9,2019 Leende Open,16
437,2019-02-17 00:00:00,Fedor Gorst,7,Ralf Souquet,9,2019 Leende Open,17
438,2019-02-17 00:00:00,Wiktor Zieliński,9,Daniel Maciol,5,2019 Leende Open,18
439,2019-02-17 00:00:00,Imran Majid,8,Francisco Sánchez Ruíz,9,2019 Leende Open,19
440,2019-02-17 00:00:00,Ruslan Chinachov,9,Niels Feijen,8,2019 Leende Open,20
441,2019-02-17 00:00:00,Joshua Filler,9,Wojciech Szewczyk,3,2019 Leende Open,21
442,2019-02-17 00:00:00,Mark Gray,9,Damianos Giallourakis,6,2019 Leende Open,22
443,2019-02-17 00:00:00,Maximilian Lechner,9,Marek Kudlik,3,2019 Leende Open,23
444,2019-02-17 00:00:00,Dimitris Loukatos,1,Albin Ouschan,9,2019 Leende Open,24
445,2019-02-17 00:00:00,Ralf Souquet,9,Wiktor Zieliński,6,2019 Leende Open,25
446,2019-02-17 00:00:00,Francisco Sánchez Ruíz,8,Ruslan Chinachov,9,2019 Leende Open,26
447,2019-02-17 00:00:00,Joshua Filler,9,Mark Gray,8,2019 Leende Open,27
448,2019-02-17 00:00:00,Maximilian Lechner,9,Albin Ouschan,8,2019 Leende Open,28
449,2019-02-17 00:00:00,Ralf Souquet,5,Ruslan Chinachov,9,2019 Leende Open,29
450,2019-02-17 00:00:00,Joshua Filler,9,Maximilian Lechner,8,2019 Leende Open,30
451,2019-02-17 00:00:00,Ruslan Chinachov,7,Joshua Filler,9,2019 Leende Open,31
452,2018-09-20 00:00:00,Mario He,6,Shane Van Boening,9,2018 Leende Open,1
453,2018-09-20 00:00:00,Billy Thorpe,9,Mitchell Ellerman,4,2018 Leende Open,2
454,2018-09-20 00:00:00,Fedor Gorst,1,Corey Deuel,9,2018 Leende Open,3
455,2018-09-20 00:00:00,Mark Gray,7,Maximilian Lechner,9,2018 Leende Open,4
456,2018-09-20 00:00:00,Marek Kudlik,3,Ralf Souquet,9,2018 Leende Open,5
457,2018-09-20 00:00:00,Pijus Labutis,9,Mateusz Śniegocki,6,2018 Leende Open,6
458,2018-09-20 00:00:00,Skyler Woodward,9,Damianos Giallourakis,5,2018 Leende Open,7
459,2018-09-20 00:00:00,Wojciech Szewczyk,7,Maxim Dudanez,9,2018 Leende Open,8
460,2018-09-20 00:00:00,Albin Ouschan,9,Jakub Koniar,7,2018 Leende Open,9
461,2018-09-20 00:00:00,Philipp Stojanović,9,Tomasz Kapłan,4,2018 Leende Open,10
462,2018-09-20 00:00:00,Sergei Luzker,6,Kim Laaksonen,9,2018 Leende Open,11
463,2018-09-20 00:00:00,Nick Malai,9,Shane McMinn,3,2018 Leende Open,12
464,2018-09-20 00:00:00,Petri Makkonen,9,Radosław Babica,6,2018 Leende Open,13
465,2018-09-20 00:00:00,Oliver Szolnoki,7,Wojciech Sroczyński,9,2018 Leende Open,14
466,2018-09-20 00:00:00,Oliver Ortmann,9,Saad-Ali Aldrees,7,2018 Leende Open,15
467,2018-09-20 00:00:00,Niels Feijen,5,Eklent Kaçi,9,2018 Leende Open,16
468,2018-09-20 00:00:00,Shane Van Boening,9,Billy Thorpe,3,2018 Leende Open,17
469,2018-09-20 00:00:00,Corey Deuel,9,Maximilian Lechner,5,2018 Leende Open,18
470,2018-09-20 00:00:00,Ralf Souquet,7,Pijus Labutis,9,2018 Leende Open,19
471,2018-09-20 00:00:00,Skyler Woodward,9,Maxim Dudanez,7,2018 Leende Open,20
472,2018-09-20 00:00:00,Albin Ouschan,9,Philipp Stojanović,4,2018 Leende Open,21
473,2018-09-20 00:00:00,Kim Laaksonen,9,Nick Malai,6,2018 Leende Open,22
474,2018-09-20 00:00:00,Petri Makkonen,9,Wojciech Sroczyński,3,2018 Leende Open,23
475,2018-09-20 00:00:00,Oliver Ortmann,5,Eklent Kaçi,9,2018 Leende Open,24
476,2018-09-20 00:00:00,Shane Van Boening,9,Corey Deuel,7,2018 Leende Open,25
477,2018-09-20 00:00:00,Pijus Labutis,9,Skyler Woodward,8,2018 Leende Open,26
478,2018-09-20 00:00:00,Albin Ouschan,9,Kim Laaksonen,4,2018 Leende Open,27
479,2018-09-20 00:00:00,Petri Makkonen,6,Eklent Kaçi,9,2018 Leende Open,28
480,2018-09-20 00:00:00,Shane Van Boening,9,Pijus Labutis,8,2018 Leende Open,29
481,2018-09-20 00:00:00,Albin Ouschan,5,Eklent Kaçi,9,2018 Leende Open,30
482,2018-09-20 00:00:00,Shane Van Boening,9,Eklent Kaçi,8,2018 Leende Open,31
483,2017-09-10 00:00:00,David Alcaide,7,Joao Grilo,9,2017 Leende Open,1
484,2017-09-10 00:00:00,Jayson Shaw,9,Daniel Tångudd,6,2017 Leende Open,2
485,2017-09-10 00:00:00,Albin Ouschan,9,Mateusz Śniegocki,2,2017 Leende Open,3
486,2017-09-10 00:00:00,Maxim Dudanez,2,Maximilian Lechner,9,2017 Leende Open,4
487,2017-09-10 00:00:00,Christoph Reintjes,9,Jakub Koniar,6,2017 Leende Open,5
488,2017-09-10 00:00:00,Abdullah al-Yousef,6,Wojciech Szewczyk,9,2017 Leende Open,6
489,2017-09-10 00:00:00,Konrad Juszczyszyn,4,Stephan Cohen,9,2017 Leende Open,7
490,2017-09-10 00:00:00,Nick van den Berg,7,Niels Feijen,9,2017 Leende Open,8
491,2017-09-10 00:00:00,Oliver Ortmann,9,Konstantin Stepanow,4,2017 Leende Open,9
492,2017-09-10 00:00:00,Nick Malai,6,Fedor Gorst,9,2017 Leende Open,10
493,2017-09-10 00:00:00,Wiktor Zieliński,6,Sergei Luzker,9,2017 Leende Open,11
494,2017-09-10 00:00:00,Michael Schneider,6,Francisco Sánchez,9,2017 Leende Open,12
495,2017-09-10 00:00:00,Ralf Souquet,5,Francisco Díaz-Pizarro,9,2017 Leende Open,13
496,2017-09-10 00:00:00,Mats Schjetne,5,Ruslan Tschinachow,9,2017 Leende Open,14
497,2017-09-10 00:00:00,Marco Teutscher,9,Radosław Babica,4,2017 Leende Open,15
498,2017-09-10 00:00:00,Christian Sparrenlöv,9,Mohammad Soufi,7,2017 Leende Open,16
499,2017-09-10 00:00:00,Joao Grilo,3,Jayson Shaw,9,2017 Leende Open,17
500,2017-09-10 00:00:00,Albin Ouschan,9,Maximilian Lechner,6,2017 Leende Open,18
501,2017-09-10 00:00:00,Christoph Reintjes,9,Wojciech Szewczyk,5,2017 Leende Open,19
502,2017-09-10 00:00:00,Stephan Cohen,1,Niels Feijen,9,2017 Leende Open,20
503,2017-09-10 00:00:00,Oliver Ortmann,9,Fedor Gorst,8,2017 Leende Open,21
504,2017-09-10 00:00:00,Sergei Luzker,9,Francisco Sánchez,6,2017 Leende Open,22
505,2017-09-10 00:00:00,Francisco Díaz-Pizarro,5,Ruslan Tschinachow,9,2017 Leende Open,23
506,2017-09-10 00:00:00,Marco Teutscher,9,Christian Sparrenlöv,2,2017 Leende Open,24
507,2017-09-10 00:00:00,Jayson Shaw,7,Albin Ouschan,9,2017 Leende Open,25
508,2017-09-10 00:00:00,Christoph Reintjes,9,Niels Feijen,6,2017 Leende Open,26
509,2017-09-10 00:00:00,Oliver Ortmann,2,Sergei Luzker,9,2017 Leende Open,27
510,2017-09-10 00:00:00,Ruslan Tschinachow,9,Marco Teutscher,8,2017 Leende Open,28
511,2017-09-10 00:00:00,Albin Ouschan,6,Christoph Reintjes,9,2017 Leende Open,29
512,2017-09-10 00:00:00,Sergei Luzker,5,Ruslan Tschinachow,9,2017 Leende Open,30
513,2017-09-10 00:00:00,Christoph Reintjes,4,Ruslan Tschinachow,9,2017 Leende Open,31
514,2016-09-29 00:00:00,Tomasz Kapłan,5,Konrad Juszczyszyn,9,2016 Leende Open,1
515,2016-09-29 00:00:00,Marco Spitzky,3,Francisco Sánchez,9,2016 Leende Open,2
516,2016-09-29 00:00:00,Joshua Filler,7,Christian Sparrenlöv,9,2016 Leende Open,3
517,2016-09-29 00:00:00,Ruslan Tschinachow,7,Wojciech Trajdos,9,2016 Leende Open,4
518,2016-09-29 00:00:00,Fedor Gorst,9,Daryl Peach,7,2016 Leende Open,5
519,2016-09-29 00:00:00,Sebastian Ludwig,5,Mieszko Fortuński,9,2016 Leende Open,6
520,2016-09-29 00:00:00,Alexander Kazakis,9,Mario He,8,2016 Leende Open,7
521,2016-09-29 00:00:00,David Alcaide,9,Karol Skowerski,6,2016 Leende Open,8
522,2016-09-29 00:00:00,Albin Ouschan,5,Mark Gray,9,2016 Leende Open,9
523,2016-09-29 00:00:00,Denis Grabe,9,Eklent Kaçi,7,2016 Leende Open,10
524,2016-09-29 00:00:00,Maximilian Lechner,4,Wojciech Szewczyk,9,2016 Leende Open,11
525,2016-09-29 00:00:00,Jayson Shaw,4,Imran Majid,9,2016 Leende Open,12
