,playerA,playerB,playerARacks,playerBRacks,matchIndex,date,competition
272,Dennis Orcullo,Caneda Villamor,11,6,47,2011-06-25,2011 WPA World 9-Ball Championship
273,Francisco Bustamante,Riyan Setiawan,11,10,48,2011-06-25,2011 WPA World 9-Ball Championship
274,Dennis Orcullo,Francisco Bustamante,11,7,49,2011-06-25,2011 WPA World 9-Ball Championship
275,Jeffrey de Luna,Fu Che-wei,9,11,50,2011-06-25,2011 WPA World 9-Ball Championship
276,Daryl Peach,Roberto Gomez,11,4,51,2011-06-25,2011 WPA World 9-Ball Championship
277,Stephan Cohen,Raymund Faron,11,9,52,2011-06-25,2011 WPA World 9-Ball Championship
278,Karl Boyes,Ko Pin-yi,8,11,53,2011-06-25,2011 WPA World 9-Ball Championship
279,Fu Che-wei,Daryl Peach,1,11,54,2011-06-25,2011 WPA World 9-Ball Championship
280,Stephan Cohen,Ko Pin-yi,3,11,55,2011-06-25,2011 WPA World 9-Ball Championship
281,Daryl Peach,Ko Pin-yi,11,9,56,2011-06-25,2011 WPA World 9-Ball Championship
282,Vicenancio Tanio,Yukio Akakariyama,10,11,57,2011-06-25,2011 WPA World 9-Ball Championship
283,Mark Gray,Shane Van Boening,11,9,58,2011-06-25,2011 WPA World 9-Ball Championship
284,Ronnie Alcano,Tōru Kuribayashi,11,10,59,2011-06-25,2011 WPA World 9-Ball Championship
285,Dennis Orcullo,Daryl Peach,11,4,60,2011-06-25,2011 WPA World 9-Ball Championship
286,Yukio Akakariyama,Mark Gray,11,10,61,2011-06-25,2011 WPA World 9-Ball Championship
287,Ronnie Alcano,Dennis Orcullo,11,9,62,2011-06-25,2011 WPA World 9-Ball Championship
288,Yukio Akakariyama,Ronnie Alcano,13,11,63,2011-06-25,2011 WPA World 9-Ball Championship
289,Ralf Souquet,Nick Malai,11,4,1,2012-06-22,2012 WPA World 9-Ball Championship
290,Jonny Martinez,Takashi Uraoka,11,8,2,2012-06-22,2012 WPA World 9-Ball Championship
291,Fu Che-wei,Andrea Klasovic,11,4,3,2012-06-22,2012 WPA World 9-Ball Championship
292,Jayson Shaw,Bruno Muratore,6,11,4,2012-06-22,2012 WPA World 9-Ball Championship
293,Aki Heiskanen,Hsu Kai-lun,5,11,5,2012-06-22,2012 WPA World 9-Ball Championship
294,Andrew Kong,Dennis Orcollo,8,11,6,2012-06-22,2012 WPA World 9-Ball Championship
295,Nick van den Berg,Marlon Caneda,11,6,7,2012-06-22,2012 WPA World 9-Ball Championship
296,Han Haoxiang,Israel Rota,11,8,8,2012-06-22,2012 WPA World 9-Ball Championship
297,Lee Van Corteza,Serge Das,11,4,9,2012-06-22,2012 WPA World 9-Ball Championship
298,Tony Drago,Mika Immonen,10,11,10,2012-06-22,2012 WPA World 9-Ball Championship
299,Antonio Gabica,Mario He,11,7,11,2012-06-22,2012 WPA World 9-Ball Championship
300,Vincent Facquet,Yang Ching-shun,4,11,12,2012-06-22,2012 WPA World 9-Ball Championship
301,Majed Alazmi,Khaled al-Mutairi,8,11,13,2012-06-22,2012 WPA World 9-Ball Championship
302,Chang Yu-Lung,Omar al-Shaheen,10,11,14,2012-06-22,2012 WPA World 9-Ball Championship
303,John Morra,Elvis Calasang,11,7,15,2012-06-22,2012 WPA World 9-Ball Championship
304,Jason Klatt,Li Hewen,9,11,16,2012-06-22,2012 WPA World 9-Ball Championship
305,Carlo Biado,Naoyuki Ōi,10,11,17,2012-06-22,2012 WPA World 9-Ball Championship
306,Chang Jung-Lin,Joven Alba,11,2,18,2012-06-22,2012 WPA World 9-Ball Championship
307,Thorsten Hohmann,Badr al-Awadi,11,4,19,2012-06-22,2012 WPA World 9-Ball Championship
308,Thomas Engert,Yukio Akakariyama,9,11,20,2012-06-22,2012 WPA World 9-Ball Championship
309,Karl Boyes,Do The Kien,11,9,21,2012-06-22,2012 WPA World 9-Ball Championship
310,Francisco Bustamante,Chao Fong-Pang,6,11,22,2012-06-22,2012 WPA World 9-Ball Championship
311,Manuel Gama,Dominic Jentsch,6,11,23,2012-06-22,2012 WPA World 9-Ball Championship
312,Efren Reyes,Toh Lian Han,11,6,24,2012-06-22,2012 WPA World 9-Ball Championship
313,Roberto Gomez,Liu Haitao (pool player),4,11,25,2012-06-22,2012 WPA World 9-Ball Championship
314,konomopoulos,Ryu Seung-woo,11,5,26,2012-06-22,2012 WPA World 9-Ball Championship
315,Matthew Edwards,Tōru Kuribayashi,11,7,27,2012-06-22,2012 WPA World 9-Ball Championship
316,Darren Appleton,Mateusz Śniegocki,11,5,28,2012-06-22,2012 WPA World 9-Ball Championship
317,Konstantin Stepanow,Ryoji Hori,11,5,29,2012-06-22,2012 WPA World 9-Ball Championship
318,Ronato Alcano,Jundel Mazon,9,11,30,2012-06-22,2012 WPA World 9-Ball Championship
319,Daryl Peach,Lo Li-wen,9,11,31,2012-06-22,2012 WPA World 9-Ball Championship
320,Ko Pin-yi,Huidji See,11,6,32,2012-06-22,2012 WPA World 9-Ball Championship
321,Ralf Souquet,Jonny Martinez,11,7,33,2012-06-22,2012 WPA World 9-Ball Championship
322,Fu Che-wei,Bruno Muratore,9,11,34,2012-06-22,2012 WPA World 9-Ball Championship
323,Hsu Kai-lun,Dennis Orcollo,8,11,35,2012-06-22,2012 WPA World 9-Ball Championship
324,Nick van den Berg,Han Haoxiang,11,9,36,2012-06-22,2012 WPA World 9-Ball Championship
325,Lee Van Corteza,Mika Immonen,5,11,37,2012-06-22,2012 WPA World 9-Ball Championship
326,Antonio Gabica,Yang Ching-shun,11,9,38,2012-06-22,2012 WPA World 9-Ball Championship
327,Khaled al-Mutairi,Omar al-Shaheen,6,11,39,2012-06-22,2012 WPA World 9-Ball Championship
328,John Morra,Li Hewen,8,11,40,2012-06-22,2012 WPA World 9-Ball Championship
329,Naoyuki Ōi,Chang Jung-Lin,11,3,41,2012-06-22,2012 WPA World 9-Ball Championship
330,Thorsten Hohmann,Yukio Akakariyama,11,9,42,2012-06-22,2012 WPA World 9-Ball Championship
331,Karl Boyes,Chao Fong-Pang,11,8,43,2012-06-22,2012 WPA World 9-Ball Championship
332,Dominic Jentsch,Efren Reyes,11,10,44,2012-06-22,2012 WPA World 9-Ball Championship
333,Liu Haitao (pool player),konomopoulos,8,11,45,2012-06-22,2012 WPA World 9-Ball Championship
334,Matthew Edwards,Darren Appleton,10,11,46,2012-06-22,2012 WPA World 9-Ball Championship
335,Konstantin Stepanow,Jundel Mazon,3,11,47,2012-06-22,2012 WPA World 9-Ball Championship
336,Lo Li-wen,Ko Pin-yi,10,11,48,2012-06-22,2012 WPA World 9-Ball Championship
337,Ralf Souquet,Bruno Muratore,11,4,49,2012-06-22,2012 WPA World 9-Ball Championship
338,Dennis Orcollo,Nick van den Berg,6,11,50,2012-06-22,2012 WPA World 9-Ball Championship
339,Mika Immonen,Antonio Gabica,9,11,51,2012-06-22,2012 WPA World 9-Ball Championship
340,Omar al-Shaheen,Li Hewen,9,11,52,2012-06-22,2012 WPA World 9-Ball Championship
341,Naoyuki Ōi,Thorsten Hohmann,11,9,53,2012-06-22,2012 WPA World 9-Ball Championship
342,Karl Boyes,Dominic Jentsch,11,10,54,2012-06-22,2012 WPA World 9-Ball Championship
343,konomopoulos,Darren Appleton,8,11,55,2012-06-22,2012 WPA World 9-Ball Championship
344,Jundel Mazon,Ko Pin-yi,9,11,56,2012-06-22,2012 WPA World 9-Ball Championship
345,Ralf Souquet,Nick van den Berg,11,9,57,2012-06-22,2012 WPA World 9-Ball Championship
346,Antonio Gabica,Li Hewen,10,11,58,2012-06-22,2012 WPA World 9-Ball Championship
347,Naoyuki Ōi,Karl Boyes,11,9,59,2012-06-22,2012 WPA World 9-Ball Championship
348,Darren Appleton,Ko Pin-yi,11,9,60,2012-06-22,2012 WPA World 9-Ball Championship
349,Ralf Souquet,Li Hewen,6,11,61,2012-06-22,2012 WPA World 9-Ball Championship
350,Naoyuki Ōi,Darren Appleton,7,11,62,2012-06-22,2012 WPA World 9-Ball Championship
351,Li Hewen,Darren Appleton,12,13,63,2012-06-22,2012 WPA World 9-Ball Championship
352,Chang Jung-Lin,Oliver Ortmann,6,11,1,2013-09-02,2013 WPA World 9-Ball Championship
353,Antonio Gabica,Ang Tuan Nguyen,11,8,2,2013-09-02,2013 WPA World 9-Ball Championship
354,Ko Pin-yi,Ryu Seung-woo,11,2,3,2013-09-02,2013 WPA World 9-Ball Championship
355,Mika Immonen,Alex Pagulayan,11,6,4,2013-09-02,2013 WPA World 9-Ball Championship
356,Wu Jiaqing,Chao Fong-pang,11,8,5,2013-09-02,2013 WPA World 9-Ball Championship
357,Nick van den Berg,Efren Reyes,11,5,6,2013-09-02,2013 WPA World 9-Ball Championship
358,Toh Lian Han,Bu Hong Kong,11,5,7,2013-09-02,2013 WPA World 9-Ball Championship
359,Hsu Kai-lun,Phil Burford,11,6,8,2013-09-02,2013 WPA World 9-Ball Championship
360,Marlon Villamor,Karl Boyes,10,11,9,2013-09-02,2013 WPA World 9-Ball Championship
361,Konstantin Stepanow,Huidji See,6,11,10,2013-09-02,2013 WPA World 9-Ball Championship
362,Israel Rota,Mark Antony,11,8,11,2013-09-02,2013 WPA World 9-Ball Championship
363,Lo Li-wen,Raymund Faraon,11,4,12,2013-09-02,2013 WPA World 9-Ball Championship
364,Manuel Gama,Lee Van Corteza,7,11,13,2013-09-02,2013 WPA World 9-Ball Championship
365,Daryl Peach,Corey Deuel,11,10,14,2013-09-02,2013 WPA World 9-Ball Championship
366,Mario He,Mark Gray,11,7,15,2013-09-02,2013 WPA World 9-Ball Championship
367,Wang Can,Nikos Ekonomopoulos,8,11,16,2013-09-02,2013 WPA World 9-Ball Championship
368,Naoyuki Ōi,Dominic Jentsch,11,5,17,2013-09-02,2013 WPA World 9-Ball Championship
369,Vilmos Földes,Khanh Hoang Nguyen,11,6,18,2013-09-02,2013 WPA World 9-Ball Championship
370,Niels Feijen,Jeffrey de Luna,9,11,19,2013-09-02,2013 WPA World 9-Ball Championship
371,Ruslan Chinahov,Muhammad Zulfikiri,7,11,20,2013-09-02,2013 WPA World 9-Ball Championship
372,Darren Appleton,Ivo Aarts,11,3,21,2013-09-02,2013 WPA World 9-Ball Championship
373,Tōru Kuribayashi,Thorsten Hohmann,10,11,22,2013-09-02,2013 WPA World 9-Ball Championship
374,Nick Malai,John Morra,9,11,23,2013-09-02,2013 WPA World 9-Ball Championship
375,Dennis Orcollo,Cheng Yu-hsuan,11,10,24,2013-09-02,2013 WPA World 9-Ball Championship
376,Chang Yu-Lung,Chris Melling,7,11,25,2013-09-02,2013 WPA World 9-Ball Championship
377,Enrique Rojas,Ramil Gallego,8,11,26,2013-09-02,2013 WPA World 9-Ball Championship
378,David Alcaide,Imran Majid,11,8,27,2013-09-02,2013 WPA World 9-Ball Championship
379,Jalal Yousef,Alexander Kazakis,11,6,28,2013-09-02,2013 WPA World 9-Ball Championship
380,Ralf Souquet,Carlo Biado,5,11,29,2013-09-02,2013 WPA World 9-Ball Championship
381,Shane Van Boening,Mohamad Ali Berjaoui,11,2,30,2013-09-02,2013 WPA World 9-Ball Championship
382,Fabio Petroni,Dimitri Jungo,11,6,31,2013-09-02,2013 WPA World 9-Ball Championship
383,Omar al-Shaheen,Marlon Manalo,5,11,32,2013-09-02,2013 WPA World 9-Ball Championship
384,Oliver Ortmann,Antonio Gabica,8,11,33,2013-09-02,2013 WPA World 9-Ball Championship
385,Ko Pin-yi,Mika Immonen,11,8,34,2013-09-02,2013 WPA World 9-Ball Championship
386,Wu Jiaqing,Nick van den Berg,10,11,35,2013-09-02,2013 WPA World 9-Ball Championship
387,Toh Lian Han,Hsu Kai-lun,9,11,36,2013-09-02,2013 WPA World 9-Ball Championship
388,Karl Boyes,Huidji See,11,8,37,2013-09-02,2013 WPA World 9-Ball Championship
389,Israel Rota,Lo Li-wen,2,11,38,2013-09-02,2013 WPA World 9-Ball Championship
390,Lee Van Corteza,Daryl Peach,11,4,39,2013-09-02,2013 WPA World 9-Ball Championship
391,Mario He,Nikos Ekonomopoulos,6,11,40,2013-09-02,2013 WPA World 9-Ball Championship
392,Naoyuki Ōi,Vilmos Földes,7,11,41,2013-09-02,2013 WPA World 9-Ball Championship
393,Jeffrey de Luna,Muhammad Zulfikiri,11,5,42,2013-09-02,2013 WPA World 9-Ball Championship
394,Darren Appleton,Thorsten Hohmann,5,11,43,2013-09-02,2013 WPA World 9-Ball Championship
395,John Morra,Dennis Orcollo,6,11,44,2013-09-02,2013 WPA World 9-Ball Championship
396,Chris Melling,Ramil Gallego,11,7,45,2013-09-02,2013 WPA World 9-Ball Championship
397,David Alcaide,Jalal Yousef,11,7,46,2013-09-02,2013 WPA World 9-Ball Championship
398,Carlo Biado,Shane Van Boening,11,10,47,2013-09-02,2013 WPA World 9-Ball Championship
399,Fabio Petroni,Marlon Manalo,11,7,48,2013-09-02,2013 WPA World 9-Ball Championship
400,Antonio Gabica,Ko Pin-yi,11,9,49,2013-09-02,2013 WPA World 9-Ball Championship
401,Nick van den Berg,Hsu Kai-lun,11,7,50,2013-09-02,2013 WPA World 9-Ball Championship
402,Karl Boyes,Lo Li-wen,11,10,51,2013-09-02,2013 WPA World 9-Ball Championship
403,Lee Van Corteza,Nikos Ekonomopoulos,9,11,52,2013-09-02,2013 WPA World 9-Ball Championship
404,Vilmos Földes,Jeffrey de Luna,8,11,53,2013-09-02,2013 WPA World 9-Ball Championship
405,Thorsten Hohmann,Dennis Orcollo,11,8,54,2013-09-02,2013 WPA World 9-Ball Championship
406,Chris Melling,David Alcaide,11,8,55,2013-09-02,2013 WPA World 9-Ball Championship
407,Carlo Biado,Fabio Petroni,11,10,56,2013-09-02,2013 WPA World 9-Ball Championship
408,Antonio Gabica,Nick van den Berg,11,10,57,2013-09-02,2013 WPA World 9-Ball Championship
409,Karl Boyes,Nikos Ekonomopoulos,11,8,58,2013-09-02,2013 WPA World 9-Ball Championship
410,Jeffrey de Luna,Thorsten Hohmann,7,11,59,2013-09-02,2013 WPA World 9-Ball Championship
411,Chris Melling,Carlo Biado,3,11,60,2013-09-02,2013 WPA World 9-Ball Championship
412,Antonio Gabica,Karl Boyes,11,6,61,2013-09-02,2013 WPA World 9-Ball Championship
413,Thorsten Hohmann,Carlo Biado,11,4,62,2013-09-02,2013 WPA World 9-Ball Championship
414,Antonio Gabica,Thorsten Hohmann,6,13,63,2013-09-02,2013 WPA World 9-Ball Championship
415,Wang Can,Warren Kiamco,11,9,1,2014-06-21,2014 WPA World 9-Ball Championship
416,Raymund Faraon,Liu Cheng-chieh,11,5,2,2014-06-21,2014 WPA World 9-Ball Championship
417,Elmer Haya,Francisco Felicilda,11,4,3,2014-06-21,2014 WPA World 9-Ball Championship
418,Hayato Hijikata,Masaaki Tanaka,11,8,4,2014-06-21,2014 WPA World 9-Ball Championship
419,Waleed Majid,Lee Van Corteza,11,6,5,2014-06-21,2014 WPA World 9-Ball Championship
420,Darren Appleton,Daryl Peach,11,3,6,2014-06-21,2014 WPA World 9-Ball Championship
421,Konstantin Stepanow,Andreas Gerwen,11,8,7,2014-06-21,2014 WPA World 9-Ball Championship
422,Johann Chua,Daniele Corrieri,11,4,8,2014-06-21,2014 WPA World 9-Ball Championship
423,Mario He,Alex Pagulayan,11,9,9,2014-06-21,2014 WPA World 9-Ball Championship
424,Jayson Shaw,Jeong Young-hwa,9,11,10,2014-06-21,2014 WPA World 9-Ball Championship
425,Radosław Babica,Manuel Gama,11,3,11,2014-06-21,2014 WPA World 9-Ball Championship
426,Niels Feijen,Salaheldeen Al Rimawi,11,4,12,2014-06-21,2014 WPA World 9-Ball Championship
427,Carlo Biado,Mieszko Fortuński,11,6,13,2014-06-21,2014 WPA World 9-Ball Championship
428,Jeffrey de Luna,Jason Klatt,6,11,14,2014-06-21,2014 WPA World 9-Ball Championship
429,Dennis Orcollo,Naoyuki Ōi,8,11,15,2014-06-21,2014 WPA World 9-Ball Championship
430,Ko Pin-yi,Sundeep Gulati,11,3,16,2014-06-21,2014 WPA World 9-Ball Championship
431,Fu Che-wei,Hsu Kai-lun,6,11,17,2014-06-21,2014 WPA World 9-Ball Championship
432,Wu Jiaqing,Lo Li-wen,11,4,18,2014-06-21,2014 WPA World 9-Ball Championship
433,Huidji See,Stephan Cohen,5,11,19,2014-06-21,2014 WPA World 9-Ball Championship
434,Cheng Yu-hsuan,Chang Yu-Lung,9,11,20,2014-06-21,2014 WPA World 9-Ball Championship
435,Shane Van Boening,Chang Jung-Lin,11,9,21,2014-06-21,2014 WPA World 9-Ball Championship
436,Dang Jinhu,Karl Boyes,11,6,22,2014-06-21,2014 WPA World 9-Ball Championship
437,Tōru Kuribayashi,Alexander Kazakis,11,9,23,2014-06-21,2014 WPA World 9-Ball Championship
438,Nikos Ekonomopoulos,Fabio Petroni,11,5,24,2014-06-21,2014 WPA World 9-Ball Championship
439,Antonio Gabica,Mehdi Rasekhi,11,7,25,2014-06-21,2014 WPA World 9-Ball Championship
440,Bruno Muratore,Ryu Seung-woo,7,11,26,2014-06-21,2014 WPA World 9-Ball Championship
441,Mika Immonen,Roman Hybler,7,11,27,2014-06-21,2014 WPA World 9-Ball Championship
442,Oliver Ortmann,Albin Ouschan,5,11,28,2014-06-21,2014 WPA World 9-Ball Championship
443,Li Hewen,Dimitri Jungo,11,7,29,2014-06-21,2014 WPA World 9-Ball Championship
444,Thorsten Hohmann,Marco Teutscher,9,11,30,2014-06-21,2014 WPA World 9-Ball Championship
445,Nick van den Berg,Aloysius Yapp,11,8,31,2014-06-21,2014 WPA World 9-Ball Championship
446,Ralf Souquet,Ramil Gallego,10,11,32,2014-06-21,2014 WPA World 9-Ball Championship
447,Wang Can,Raymund Faraon,7,11,33,2014-06-21,2014 WPA World 9-Ball Championship
448,Elmer Haya,Hayato Hijikata,11,8,34,2014-06-21,2014 WPA World 9-Ball Championship
449,Waleed Majid,Darren Appleton,11,9,35,2014-06-21,2014 WPA World 9-Ball Championship
450,Konstantin Stepanov,Johann Chua,3,11,36,2014-06-21,2014 WPA World 9-Ball Championship
451,Mario He,Jeong Young-hwa,11,10,37,2014-06-21,2014 WPA World 9-Ball Championship
452,Radosław Babica,Niels Feijen,6,11,38,2014-06-21,2014 WPA World 9-Ball Championship
453,Carlo Biado,Jason Klatt,11,5,39,2014-06-21,2014 WPA World 9-Ball Championship
454,Naoyuki Ōi,Ko Pin-yi,10,11,40,2014-06-21,2014 WPA World 9-Ball Championship
455,Hsu Kai-lun,Wu Jiaqing,10,11,41,2014-06-21,2014 WPA World 9-Ball Championship
456,Stephan Cohen,Chang Yu-Lung,6,11,42,2014-06-21,2014 WPA World 9-Ball Championship
457,Shane Van Boening,Dang Jinhu,11,4,43,2014-06-21,2014 WPA World 9-Ball Championship
458,Tōru Kuribayashi,Nikos Ekonomopoulos,11,9,44,2014-06-21,2014 WPA World 9-Ball Championship
459,Antonio Gabica,Ryu Seung-woo,11,6,45,2014-06-21,2014 WPA World 9-Ball Championship
460,Roman Hybler,Albin Ouschan,9,11,46,2014-06-21,2014 WPA World 9-Ball Championship
461,Li Hewen,Marco Teutscher,11,8,47,2014-06-21,2014 WPA World 9-Ball Championship
462,Nick van den Berg,Ramil Gallego,11,8,48,2014-06-21,2014 WPA World 9-Ball Championship
463,Raymund Faraon,Elmer Haya,8,11,49,2014-06-21,2014 WPA World 9-Ball Championship
464,Waleed Majid,Johann Chua,8,11,50,2014-06-21,2014 WPA World 9-Ball Championship
465,Mario He,Niels Feijen,6,11,51,2014-06-21,2014 WPA World 9-Ball Championship
466,Carlo Biado,Ko Pin-yi,11,7,52,2014-06-21,2014 WPA World 9-Ball Championship
467,Wu Jiaqing,Chang Yu-Lung,10,11,53,2014-06-21,2014 WPA World 9-Ball Championship
468,Shane Van Boening,Tōru Kuribayashi,11,5,54,2014-06-21,2014 WPA World 9-Ball Championship
469,Antonio Gabica,Albin Ouschan,9,11,55,2014-06-21,2014 WPA World 9-Ball Championship
470,Li Hewen,Nick van den Berg,11,7,56,2014-06-21,2014 WPA World 9-Ball Championship
471,Elmer Haya,Johann Chua,11,8,57,2014-06-21,2014 WPA World 9-Ball Championship
472,Niels Feijen,Carlo Biado,11,7,58,2014-06-21,2014 WPA World 9-Ball Championship
473,Chang Yu-Lung,Shane Van Boening,11,8,59,2014-06-21,2014 WPA World 9-Ball Championship
474,Albin Ouschan,Li Hewen,11,8,60,2014-06-21,2014 WPA World 9-Ball Championship
475,Elmer Haya,Niels Feijen,7,11,61,2014-06-21,2014 WPA World 9-Ball Championship
476,Chang Yu-Lung,Albin Ouschan,7,11,62,2014-06-21,2014 WPA World 9-Ball Championship
477,Niels Feijen,Albin Ouschan,13,10,63,2014-06-21,2014 WPA World 9-Ball Championship
478,Hunter Lombardo,Bashar Hussain,9,8,1,2015-09-07,2015 WPA World 9-Ball Championship
479,Irsal Nasution,Albin Ouschan,8,9,2,2015-09-07,2015 WPA World 9-Ball Championship
480,Khaled Farag,Hunter Lombardo,5,9,3,2015-09-07,2015 WPA World 9-Ball Championship
481,Irsal Nasution,Konstantin Stepanow,9,5,4,2015-09-07,2015 WPA World 9-Ball Championship
482,Albin Ouschan,Khaled Farag,9,5,5,2015-09-07,2015 WPA World 9-Ball Championship
483,Satoshi Kawabata,Hunter Lombardo,9,6,6,2015-09-07,2015 WPA World 9-Ball Championship
484,Bashar Hussain,Irsal Nasution,9,5,7,2015-09-07,2015 WPA World 9-Ball Championship
485,Konstantin Stepanow,Wu Kun-lin,7,9,8,2015-09-07,2015 WPA World 9-Ball Championship
486,Albin Ouschan,Satoshi Kawabata,8,9,9,2015-09-07,2015 WPA World 9-Ball Championship
487,Bashar Hussain,Wu Kun-lin,4,9,10,2015-09-07,2015 WPA World 9-Ball Championship
488,Tōru Kuribayashi,Radosław Babica,9,8,11,2015-09-07,2015 WPA World 9-Ball Championship
489,Abdullah al-Yousef,Marc Bijsterbosch,8,9,12,2015-09-07,2015 WPA World 9-Ball Championship
490,Tōru Kuribayashi,Mohd Al Bin Ali,9,8,13,2015-09-07,2015 WPA World 9-Ball Championship
491,Abdullah al-Yousef,Bader al-Awadhi,9,6,14,2015-09-07,2015 WPA World 9-Ball Championship
492,Wang Can,Tōru Kuribayashi,9,6,15,2015-09-07,2015 WPA World 9-Ball Championship
493,Marc Bijsterbosch,Mohd Al Bin Ali,9,4,16,2015-09-07,2015 WPA World 9-Ball Championship
494,Radosław Babica,Abdullah al-Yousef,9,3,17,2015-09-07,2015 WPA World 9-Ball Championship
495,Rubén Bautista,Bader al-Awadhi,9,7,18,2015-09-07,2015 WPA World 9-Ball Championship
496,Wang Can,Marc Bijsterbosch,9,4,19,2015-09-07,2015 WPA World 9-Ball Championship
497,Radosław Babica,Rubén Bautista,8,9,20,2015-09-07,2015 WPA World 9-Ball Championship
498,Mehdi Rasekhi,Yang Ching-shun,5,9,21,2015-09-07,2015 WPA World 9-Ball Championship
499,Waleed Majid,Justin Campbell,5,9,22,2015-09-07,2015 WPA World 9-Ball Championship
500,Roman Hybler,Mehdi Rasekhi,7,9,23,2015-09-07,2015 WPA World 9-Ball Championship
501,Waleed Majid,Francisco Sánchez,9,5,24,2015-09-07,2015 WPA World 9-Ball Championship
502,Li Hewen,Roman Hybler,9,8,25,2015-09-07,2015 WPA World 9-Ball Championship
503,Justin Campbell,Mehdi Rasekhi,9,2,26,2015-09-07,2015 WPA World 9-Ball Championship
504,Waleed Majid,Yang Ching-shun,6,9,27,2015-09-07,2015 WPA World 9-Ball Championship
505,Francisco Sánchez,Yukio Akakariyama,8,9,28,2015-09-07,2015 WPA World 9-Ball Championship
506,Li Hewen,Justin Campbell,9,2,29,2015-09-07,2015 WPA World 9-Ball Championship
507,Yang Ching-shun,Yukio Akakariyama,6,9,30,2015-09-07,2015 WPA World 9-Ball Championship
508,Mohammed Saeed (pool player),Zhou Long (Poolbillardspieler) [Zhou ,5,9,31,2015-09-07,2015 WPA World 9-Ball Championship
509,Marco Teutscher,Pordel Mohammadali,9,3,32,2015-09-07,2015 WPA World 9-Ball Championship
510,Francois Ellis,Mohammed Saeed (pool player),3,9,33,2015-09-07,2015 WPA World 9-Ball Championship
511,Mohamed Shareef,Marco Teutscher,0,9,34,2015-09-07,2015 WPA World 9-Ball Championship
512,Raymund Faraon,Francois Ellis,9,3,35,2015-09-07,2015 WPA World 9-Ball Championship
513,Pordel Mohammadali,Mohammed Saeed,9,6,36,2015-09-07,2015 WPA World 9-Ball Championship
514,Nikos Ekonomopoulos,Mohamed Shareef,9,1,37,2015-09-07,2015 WPA World 9-Ball Championship
515,Marco Teutscher,Zhou Long,7,9,38,2015-09-07,2015 WPA World 9-Ball Championship
516,Raymund Faraon,Pordel Mohammadali,9,4,39,2015-09-07,2015 WPA World 9-Ball Championship
517,Nikos Ekonomopoulos,Zhou Long,9,6,40,2015-09-07,2015 WPA World 9-Ball Championship
518,Vegar Kristiansen,Oliver Medenilla,6,9,41,2015-09-07,2015 WPA World 9-Ball Championship
519,Shannon Ducharme,Warren Kiamco,6,9,42,2015-09-07,2015 WPA World 9-Ball Championship
520,Vegar Kristiansen,Jeong Young-hwa,9,7,43,2015-09-07,2015 WPA World 9-Ball Championship
521,Shannon Ducharme,Mohanna Obaidly,9,8,44,2015-09-07,2015 WPA World 9-Ball Championship
522,Warren Kiamco,Vegar Kristiansen,9,2,45,2015-09-07,2015 WPA World 9-Ball Championship
523,Jeong Young-hwa,Wojciech Szewczyk,2,9,46,2015-09-07,2015 WPA World 9-Ball Championship
524,Wu Jiaqing,Shannon Ducharme,9,5,47,2015-09-07,2015 WPA World 9-Ball Championship
525,Mohanna Obaidly,Oliver Medenilla,2,9,48,2015-09-07,2015 WPA World 9-Ball Championship
526,Warren Kiamco,Wojciech Szewczyk,5,9,49,2015-09-07,2015 WPA World 9-Ball Championship
527,Wu Jiaqing,Oliver Medenilla,9,2,50,2015-09-07,2015 WPA World 9-Ball Championship
528,Chang Jung-Lin,Johann Chua,6,9,51,2015-09-07,2015 WPA World 9-Ball Championship
529,Ali Obaidly,Ralf Souquet,5,9,52,2015-09-07,2015 WPA World 9-Ball Championship
530,Chang Jung-Lin,Mohammad Sharif (pool player),9,4,53,2015-09-07,2015 WPA World 9-Ball Championship
531,Ali Obaidly,Hichem Benaissa,9,3,54,2015-09-07,2015 WPA World 9-Ball Championship
532,Chang Jung-Lin,Ralf Souquet,8,9,55,2015-09-07,2015 WPA World 9-Ball Championship
533,Mateusz Śniegocki,Mohammad Sharif,9,8,56,2015-09-07,2015 WPA World 9-Ball Championship
534,Johann Chua,Ali Obaidly,9,7,57,2015-09-07,2015 WPA World 9-Ball Championship
535,Hichem Benaissa,Abdul Rahman al-Amar,3,9,58,2015-09-07,2015 WPA World 9-Ball Championship
536,Ralf Souquet,Mateusz Śniegocki,1,9,59,2015-09-07,2015 WPA World 9-Ball Championship
537,Johann Chua,Abdul Rahman al-Amar,7,9,60,2015-09-07,2015 WPA World 9-Ball Championship
538,Nick van den Berg,Ruslan Tschinachow,4,9,61,2015-09-07,2015 WPA World 9-Ball Championship
539,Lee Van Corteza,Tom Teriault,9,2,62,2015-09-07,2015 WPA World 9-Ball Championship
540,Nick van den Berg,Abdultif Fawal,9,3,63,2015-09-07,2015 WPA World 9-Ball Championship
541,Lee Van Corteza,Mohamed al-Hosani,9,7,64,2015-09-07,2015 WPA World 9-Ball Championship
542,Nick van den Berg,Naoyuki Ōi,5,9,65,2015-09-07,2015 WPA World 9-Ball Championship
543,Tom Teriault,Abdultif Fawal,9,7,66,2015-09-07,2015 WPA World 9-Ball Championship
544,Lee Van Corteza,Ruslan Tschinachow,6,9,67,2015-09-07,2015 WPA World 9-Ball Championship
545,Mohamed al-Hosani,Liu Cheng-chieh,8,9,68,2015-09-07,2015 WPA World 9-Ball Championship
